rank,cluster_id,question
30,3,기타사항(추가기재 희망사항)
31,3,타인과 차별화 할 수 있는 강점
32,3,성장과정 및 학창생활
33,3,성장과정 및 가치관
34,3,타인과 차별화 할 수 있는 본인의 강점은 무엇인지와 이를 발휘한 사례를 작성해주세요. [600자 내외]
35,3,본인의 성장과정을 작성해 주시길 바랍니다.
36,3,기본정보에 기재할 수 없었던 본인의 경험이나 강점을 자유롭게 서술하여 주시기 바랍니다.
37,3,"성격, 가치관, 성장 과정 등 본인을 진솔하게 소개해주세요."
38,3,"성장과정, 역경 및 극복과정, 생활신조 등 본인에 대해 자유롭게 소개해 주십시오"
39,3,"귀하에 대한 타인의 평가가 어떠한지 기재하고 귀하의 어떠한 면이(생활습관, 인생관 등) 그러한 평가를 이끌어 냈다고 생각하는지 구체적 사례를 포함하여 기술해 주십시오."
40,3,성장과정 : 성장과정을 구체적으로 기술해 주세요.
41,3,본인 성격의 장단점을 자신의 성장과정과 경험을 기반으로 서술하여 주십시오.
42,3,성격의 장점과 단점을 기술해 주시기 바랍니다. 입사 후 장점은 어떻게 활용하고 단점은 어떻게 보완할 수 있는지 간략히 기술해 주십시오. (500자 이내)
43,3,자신이 다른 사람과 구별되는 능력이나 기질을 써주십시오.
44,3,자신의 가치관과 비전을 형성하는데 중요한 영향을 준 책이나 사람과 그 이유를 적어 주십시오.
45,3,본인 성격의 장단점을 자신의 성장과정과 경험을 기반으로 서술하여 주십시오(600자)
46,3,성장과정을 구체적으로 기술해주세요.
47,3,본인의 성장과정 및 성격의 장단점에 대하여 기술해 주시기 바랍니다
48,3,본인의 가치관/생활신조/성격/장점/재능을 작성하여 주십시오.
49,3,본인 성격의 장점 및 보완점을 말씀해주세요(300자)
50,3,본인의 가장 뛰어난 역량은 무엇인가요?(300자)
51,3,이유를 말씀해주세요(300자)
52,3,본인이 생각하는 겸손의 정의와 이를 잘 드러내는 본인만의 사례를 구체적으로 서술해 주십시오(600자)
53,3,"본인의 성장과정을 간략히 기술하되 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다.(1500자)"
54,3,"지원자 본인이 본 영화나 읽은 책 속 인물 중 자신과 가장 비슷하다고 생각되는 인물은 누구이며, 성장배경, 성격, 행동 등 어떤 점에서 비슷하다고 생각하는지 구체적으로 작성하여 주시기 바랍니다. (*영화/소설 속 허구 인물만 가능)(700자)"
55,3,삶을 통해 이루고 싶은 인생의 비전 또는 목표 3가지를 우선순위 순으로 적어 주십시오. (최대 300자)
56,3,"자신을 가장 잘 나타낼 수 있는 단어 5가지와 함께 성격, 가치관, 성장과정에 대해 구체적으로 작성해 주세요. (최대 500자)"
57,3,살아오면서 자신이 성취한 것 중 자랑할 만한 것 2가지를 소개해 주세요. (최대 500자)
58,3,위에서 표현되지 못한 자기소개를 간단하게 적어 주십시오. (최대 500자)
59,3,(선택문항) 이외에 본인을 어필하고 싶은 내용을 자유롭게 서술해주세요. [500자]
60,3,성장과정 / 성격의 장단점
61,3,"본인의 성장과정을 간략히 기술하되, 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다(1000자)"
62,3,"본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다(1500자)"
63,3,해당자에 한해(업무 관련 경력) 자유롭게 서술해 주십시오.
64,3,본인에 대하여 면접관이 꼭 알아주었으면 하는 사항에 대하여 자유롭게 서술해 주십시오.
65,3,귀하의 성실함을 보여줄 수 있는 경험이나 구체적인 사례를 서술하여 주십시오. (600자 이내)
66,3,귀하의 윤리의식·청렴도를 보여줄 수 있는 경험이나 구체적인 사례를 서술하여 주십시오.(600자 이내)
67,3,"본인이 KORLOY를 선택한 이유를 서술해주세요. (최소 1자, 최대 500자 입력가능)"
68,3,"KORLOY 인재상 중 본인과 부합하는 한 가지를 적고, 그렇게 생각하는 이유 또는 사례를 서술해주세요. (최소 1자, 최대 500자 입력가능)"
69,3,"KORLOY 입사 5년 후/10년 후의 본인은 어떤 모습일지 서술해주세요. (최소 1자, 최대 500자 입력가능)"
70,3,자신을 자유롭게 소개해 주세요.
71,3,"본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (작품속 가상인물도 가능)"
72,3,본인의 성장과정과 성격의 장/단점을 설명해주세요
73,3,"본인의 가치관은 무엇이며, 이를 형성하는데 가장 큰 영향을 끼친 경험을 구체적으로 기술해주십시오."
74,3,타인과 차별화 할 수 있는 본인의 강점은 무엇인지와 이를 발휘한 사례를 작성해주세요.
75,3,(자유 양식)성장 과정
76,3,(자유 양식)성격의 장단점
77,3,자유롭게 본인을 소개해주시기 바랍니다.
78,3,(자유양식)성장 과정
79,3,(자유양식)성격의 장단점
80,3,(자유양식) 성장과정
81,3,(자유양식) 경력사항
82,3,최근 국내외 이슈 중 한 가지를 선택하여 본인의 견해를 서술하여 주십시오.(800자)
83,3,"자신이 팩트체크 인턴으로서 가진 장점, 특기를 기술하시오. (공백 포함 500자 이내)"
84,3,본인의 가치관을 가장 잘 표현해주는 경험/활동을 기술하시오. (공백 포함 500자 이내)
85,3,자기소개서 2500자 이내
86,3,"자유 양식으로 작성하시기 바랍니다. (최소 3,000자)"
87,3,2.? 본인의 삶에서 다른 사람에게 꼭 이야기해주고 싶은 경험이 있다면 기술해 주십시오. 550자
88,3,4.? 본인의 취미와 특기에 대해 기술해 주십시오. 550자
89,3,"자신의 가치관 또는 인생관에 영향을 미친 경험을 소개하고, 이를 통해 배우거나 느낀 점을 구체적으로 기술하시오.[ 500자 이상 700자 이내 ]"
90,3,본인의 성장 배경에 대하여 소개하여 주시기 바랍니다.* [100자 이상 500자 이내]
91,3,본인 성격의 장단점에 대하여 기재하여 주시기 바랍니다.* [100자 이상 500자 이내]
92,3,본인의 성격 또는 성향이 지원 분야와 적합한 이유에 대해 작성하시기 바랍니다. (1000자 이내)
93,3,성장과정을 중심으로 자기소개를 해주세요. (100자 이상 - 500자 이내)
94,3,본인의 특성 및 성격(장점/보완점)을 자유롭게 기술해주세요. 500자
95,3,본인을 한 마디로 소개한다면 어떻게 표현할 수 있는지 그리고 그 이유는 무엇인가요?
96,3,"성격의 장,단점에 대해 기술하고, 단점을 극복하기 위한 노력을 기술하세요."
97,3,본인의 긍정적인 모습(장점)과 개선이 필요한 모습(단점)에 대해 작성해주세요.
98,3,"성격 상의 장점 및 단점, 특기 - 중요 내용 위주로 간략하게 기술하여 주시기 바랍니다."
99,3,평소 내가 가장 좋아하는 일은 무엇인지 구체적인 경험을 바탕으로 서술해 주십시오. (600자)
100,3,"4. 농심의 슬로건은 ‘인생을 맛있게, 농심’입니다. 본인의 인생 모토를 제시하고, 그 이유에 대하여 기술해 주십시오. * 한글 800자 이내 및 18라인 이내로 작성"
101,3,현재까지 나의 모습
102,3,내가 보유하고 있는 강점과 약점
103,3,"[1-1] 성장과정:가족사항, 학창시절, 교우관계, 생활습관, 자신에게 크게 영향을 미친 사건 등을 포함하여 구체적으로 작성"
104,3,본인을 3가지 해시태그로 표현해 주시기 바랍니다.
105,3,자신에 대해 자유롭게 표현해 보세요. (필수)
106,3,성격의 강점과 약점
107,3,1. 성장과정 및 학창시절
108,3,2. 성격 소개 (장/단점)
109,3,"2. 본인의 장·단점을 각각 1개씩 기술하고, 그것을 뒷받침 할 수 있는 사례를 기술하시오. (100자 이상 500자 이내)"
110,3,본인의 취미와 특기에 대해 기술해 주십시오.
111,3,1. 삶을 통해 이루고 싶은 인생의 비전 또는 목표 3가지를 우선순위 순으로 적어주십시오. (300자)
112,3,2. 자신이 다른 사람과 구별되는 능력이나 기질을 써주십시오. (300자)
113,3,"3. 살아오면서 자신이 성취한 것 중 자랑할 만한 것을 1,2 가지 소개해 주십시오. (300자)"
114,3,6. 자주 읽는 신문과 잡지를 각 1~2개씩 적어 주십시오. (300자)
115,3,7. 자신의 가치관과 비전을 형성하는데 중요한 영향을 준 책이나 사람과 그 이유를 적어주십시오. (300자)
116,3,본인의 강점을 기술하세요
117,3,1. 성장과정(자신에 대한 소개)
118,3,3. 성격상의 장단점
119,3,본인 성격의 장점과 단점을 기술하여 주십시오.
120,3,자기 자신을 자유로운 형식으로 소개해주시기 바랍니다.
121,3,본인의 성장과정 및 성격의 장단점에 대하여 기술해 주시기 바랍니다.
122,3,본인의 가치관과 이 가치관에 큰 영향을 준 계기 및 사건을 기술해주세요
123,3,자신의 장점 두 개와 단점 두 개를 기술하여 주십시오.
124,3,"성격소개 (장.단점, 특기)"
125,3,1. 자신에게 영향을 끼친 사건과 인물 등을 포함하여 본인이 가지고 있는 가장 중요한 가치관은 무엇인지 설명해 주세요.
126,3,자기 자신을 해시태그(#)로 표현하고 해시태그를 설명해 주세요.
127,3,"본인을 대표하는 2가지 키워드를 선정하고, 그 이유에 대해 서술해 주세요."
128,3,"다른 사람들과의 관계에 있어서 본인의 장점이 무엇이며, 그 장점이 돋보였던 사례에 대해 서술해 주세요."
129,3,본인의 성장과정을 서술하되 자신에게 가장 큰 영향을 끼친 사건이나 인물 등을 포함하여 서술하여 주시기 바랍니다.
130,3,자기소개를 간략하게 기술하여 주십시오.
131,3,4. 본인에 대하여 면접관이 꼭 알아주었으면 하는 사항에 대하여 자유롭게 서술해 주십시오.
132,3,본인의 가치관과 이 가치관에 큰 영향을 준 계기 및 사건을 기술해주세요.
133,3,[필수문항] 자신에 대해 자유롭게 표현해 주세요.
134,3,자기소개 (400자이내)
135,3,장점 (200자이내)
136,3,보완점 (200자이내)
137,3,"2. 자신의 인생에서 가장 중요하게 생각하는 것 2가지는 무엇이며, 왜 그렇게 생각하는지 기술해 주세요."
138,3,"본인 성격의 장·단점, 생활신조, 가치관 등에 대하여 기술하시오."
139,3,상기 항목에 포함되지 않은 하고 싶은 말이 있다면 기술해 주시기 바랍니다.
140,3,본인의 성장 과정과 성격의 장단점에 대해서 기술하여 주십시오.
141,3,위에서 표현하지 못한 자기소개를 적어주세요
142,3,"본인의 장점, 단점 등 본인에 대해 자유롭게 기술하여 주십시오."
143,3,"성격의 장, 단점을 기술하되, 단점을 개선하기 위해 어떤 노력을 했는지 기술해 주십시오."
144,3,"다음 제시되는 단어를 자유롭게 활용하여, 본인이 인생에서 가장 중요하게 생각하는 가치관과 그와 관련한 경험을 작성해 주시기 바랍니다"
145,3,"본인의 장점과 단점을 기술해 주시고, 단점을 극복하기 위한 노력을 말씀해 주십시오."
146,3,본인의 성장과정과 삶의 가치관에 대해 기술해주십시오.
147,3,본인 성격의 장단점을 사례에 근거하여 서술해 주십시오.
148,3,자신에 대해서 이야기 해주세요.
149,3,"본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여기술하시기 바랍니다. ("
150,3,본인의 특성 및 성격(장점/보완점)을 자유롭게 기술해주세요.
151,3,상세 답변(800자 이내)
152,3,상세 답변(1500자 이내)
153,3,나의 '인생 가치관'에 대해 성장과정 또는 경험을 바탕으로 서술해 주십시오. (600자)
154,3,"본인의 성장과정을 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하십시오."
155,3,자신의 성장배경에 대해 다음 2가지 내용을 포함하여 작성해주세요. (500) 1) 새로운 환경에 적응한 경험 2) 다른 사람과 신뢰를 형성한 경험
156,3,본인의 장점 및 단점
157,3,성장과정 : 성장과정을 구체적으로 기술해주세요.
158,3,"본인이 생각하는 자신의 중요한 인생 가치관은 무엇이며, 이러한 가치관이 만들어지게 된 배경과 그 가치관을 실현하기 위해 가장 노력했던 사례를 기술해주십시오. (1000자)"
159,3,본인 소개를 부탁드립니다.
160,3,My Story - 본인의 특성 및 성격(장점/보완점)을 자유롭게 기술해주세요. (500자 이내)
161,3,성장배경을 말씀해 주세요.
162,3,성격의 장단점을 말씀해 주세요.
163,3,자신에게 영향을 끼친 사건과 인물 등을 포함하여 본인이 가지고 있는 가장 중요한 가치관은 무엇인지 설명해 주세요.
164,3,본인의 성장과정에 대해 기술해 주세요.
165,3,"'나'를 표현할 수 있는 한 단어를 선택하고, 귀하에 대해 기술하여 주십시오."
166,3,1번에서 작성한 내용 외 본인에 대해서 어필 할 수 있는 내용을 자유롭게 작성해주십시오.
167,3,귀하의 장단점 및 구체적인 사례를 서술하시오.
168,3,성장과정 및 성격을 간략히 기술하세요.
169,3,나의 History를 자유롭게 기술 바랍니다.
170,3,나만의 One&Only (차별화된 강점)를 자유롭게 기술 바랍니다.
171,3,위 자기소개서 내용 외에 추가적으로 자신을 소개할 내용을 들려주시기 바랍니다.
172,3,자신을 표현하는 한 줄 PR
173,3,생활신조 및 자신만이 가지고 있는 강점과 극복해야 할 단점
174,3,"①최근 인상깊었던 기사/아티클/디지털콘텐츠 중 하나를 선정하고(언어, 매체 무관) ②그 이유와 인사이트를 본인의 경험/역량과 관련된 구체적 사례를 중심으로 커뮤니케이션(PR) 관점에서 작성해주세요. (1,000자 이내)"
175,3,"본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다."
176,3,자신에게 영향을 끼친 사건과 인물 등을 포함하여 본인이 가지고 있는 가장 중요한 가치관은 무엇인지 설명해주세요.
177,3,"성격의 장단점을 기재해 주시고, 입사 후 본인의 장,단점을 어떻게 활용하고 극복해 나갈 지 기술하여 주십시오. (최대 800자)최소 400자"
178,3,본인의 장점과 단점에 대해 기술해주시기 바랍니다. (500자 내외)
179,3,개인역량(보유역량/가치관/직업관 등)
180,3,"성장과정을 간략히 기술하고, 특별히 성취감을 느낀 사례를 작성 해 주세요."
181,3,본인의 성장과정과 성격의 장/단점을 설명해주세요.
182,3,자신이 진행한 연구 및 프로젝트 또는 응시분야와 관련한 기타 경험을 요약하여 간단히 작성해 주시기 바랍니다. (최소 500자)
183,3,[자기소개서] 자유로운 형식으로 기술해 주세요. (1000자)
184,3,본인의 강점을 SNS(틱* 인별그램 등)에 올린다면 사용할 해시태그(#)와 키워드는 무엇이며 그렇게 생각한 이유를 기술하여 주십시오.
185,3,다른 사람들이 지원자를 평가할 때 가장 많이 언급하는 장점과 단점을 기술하여 주십시오.
186,3,"본인의 성장과정을 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (작품 속 가상인물도 가능)."
187,3,본인의 학교 생활에 대해 기술하시기 바랍니다.
188,3,"인생에서 가장 중요하다고 생각하는 가치를 쓰고, 가장 중요하게 생각하는 이유 및 그 가치를 실천한 사례를 구체적으로 기술하여 주십시오. (700자 이내)"
189,3,본인의 강점 및 약점에 대해서 기술하여 주십시오. (700자 이내)
190,3,본인이 생각하는 겸손의 정의와 이를 가장 잘 드러내는 본인만의 사례에 대해 구체적으로 서술해 주십시오.
191,3,성격의 장점과 단점
192,3,자기소개 - 자유양식
193,3,자기소개 - 자유양식(영문)
194,3,"본인의 성장과정을 간략히 기술하되, 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (최대 1,000자 입력가능)"
195,3,본인의 성격의 장/단점을 교보생명의 인재상을 참고하여 작성하여 주십시오
196,3,위의 가치를 지키고 실현하기 위하여 본인이 기울인 노력 및 사례를 서술하여 주십시오. (500자 내외)
197,3,귀하를 가장 잘 표현할 수 있는 상징단어와 그 이유는 무엇입니까?(500자 내외)
198,3,"본인의 성격, 성장과정, 가치관 등을 포함하여 소개해 주십시오. (최대 800자 입력가능)"
199,3,"본인의 말에 끝까지 책임을 다하고, 본인만의 원칙을 지켰던 경험을 서술하십시오. (최대 800자 입력가능)"
200,3,(선택문항) 이외에 본인을 어필하고 싶은 내용을 자유롭게 서술해주세요. (500자)
201,3,본인의 성장과정과 삶의 가치관에 대해 기술해주십시오 (최대 500자 입력가능)
202,3,"창의, 열정, 신뢰 중 한 가지 키워드를 선택하여, 해당 가치를 실현한 경험을 기술해주십시오. (최대 500자 입력가능)"
203,3,주변사람들이 이야기하는 본인의 강점에 대하여 기술하시오
204,3,나의 `인생 가치관`에 대해 성장과정 또는 경험을 바탕으로 서술해 주십시오.
205,3,위에서 표현되지 못한 자기소개를 간단하게 적어 주십시오.
206,3,자신의 성장과정 및 성격과 가치관에 대하여 기술하여 주십시오.
207,3,[필수] 자신에 대해 자유롭게 표현해 주세요.
208,3,귀하를 가장 잘 표현할 수 있는 상징단어와 그 이유는 무엇입니까? (500자 내외)
209,3,"자신의 성격 등 본인에 대한 간단한 소개와, 고려아연을 지원한 동기를 서술하여 주십시오."
210,3,본인의 특성 및 성격(장점/보완점)을 자유롭게 기술해주세요. -구체적인 사례를 바탕으로 진솔하게 기술해주시기 바랍니다.
211,3,"본인의 강점을 SNS (틱*,인별그램 등)에 올린다면 사용할 해시태그(#)와 키워드는 무엇이며 그렇게 생각한 이유를 기술하여 주십시오. (200자)"
212,3,"다른 사람들이 지원자를 평가할 때 가장 많이 언급하는 장점과 단점을 기술하여 주십시오.(부모님, 친구 등) (200자)"
213,3,가장 감명 깊었던 영화/소설/시/음악은 무엇이며 본인에게 어떠한 영향을 주었는지 기술하여 주십시오 (200자)
214,3,"본인의 성장과장을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (1500자 이내)("
215,3,자신을 한 줄로 PR해 주시기 바랍니다.
216,3,자신의 성장과정 및 성격(강점/약점)에 대해 기술해 주시기 바랍니다.
217,3,교내외 활동 및 특기사항을 기술해 주시기 바랍니다.
218,3,자신을 잘 표현할 수 있는 특별한 사건이나 경험 등을 중심으로 본인의 삶에 대해 자유롭게 작성해 주십시오.
219,3,위 경험 및 활동에서 본인이 맡았던 역할에 대해 기술해 주십시오. (400자 이내)
220,3,성장배경 및 학창시절 주요 경험
221,3,성격 장단점 및 생활신조
222,3,나의 `인생 가치관`에 대해 성장과정 또는 경험을 바탕으로 서술해 주십시오. (600자)
223,3,"성장과정 : 본인의 성장과정과 성격의 장, 단점을 작성해 주세요."
224,3,본인 성장과정/성격 장단점/생활신조(구체적으로 기술)
225,3,"본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (1500자)"
226,3,"본인 성격의 장점과 단점은 무엇인지, 단점을 보완하기 위해 어떤 노력을 기울였는지 기술하여 주십시오."
227,3,"성장과정:가족사항, 학창시절, 교우관계, 생활습관, 자신에게 크게 영향을 미친 사건 등을 포함하여 구체적으로 작성하세요."
228,3,본인에 대해서 자유롭게 서술해주시기 바랍니다. (2000자 이내)
229,3,위 자기소개서 내용 외에 추가적으로 자신을 소개할 내용을 기술하여 주십시오.
230,3,자신의 성장배경에 대해 다음 2가지 내용을 포함하여 작성해주세요. 1) 새로운 환경에 적응한 경험 2) 다른 사람과 신뢰를 형성한 경험
231,3,"지원자님의 지난 인생의 모든 기록이 A라는 포털사이트에 담겨 있다고 가정했을 때, 해당 포털사이트에서 본인을 검색한다면 가장 많이 검색될 연관검색어는 무엇이며, 그 이유도 서술해 주세요."
232,3,성격 및 장단점 300자
233,3,"취미, 특기 (10자 이상 150자 이내)"
234,3,존경하는 인물과 이유 (100자 이상 300자 이내)
235,3,"성장과정을 간략히 기술하되 현재 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시오. (100자 이상 600자 이내)"
236,3,본인 성격의 장단점을 자신의 성장 과정과 경험을 기반으로 서술하여 주십시오.
237,3,귀하의 성장 과정에 대해 간단하게 기술 바랍니다.
238,3,귀하 성격의 장단점에 대해 간단하게 기술 바랍니다.
239,3,"성장과정(가정환경, 학교생활, 병역사항 등)"
240,3,성격의 장단점을 기술해 주십시오.
241,3,"자신의 성장과정을 기술하고, 특이사항이 있는 경우 그 내용을 상세히 기술하십시오."
242,3,"본인을 가장 잘 표현할 수 있는 단어 3가지를 제시하고, 그 이유에 대해 설명하시오."
243,3,본인의 가치관/생활신조/성격/장점/재능을 구체적으로 작성하여 주십시오.
244,3,"본인이 어떤 사람인지 기술하십시오.(성장과정, 삶의 가치관, 장단점 등)"
245,3,추가로 기재를 희망하는 경우 자유롭게 기술하여 주십시오.
246,3,"본인의 성장과정을 간단히 소개하고, 가치관 및 성격형성에 중요한 영향을 준 사람(사건)에 대해 기술하여 주시기 바랍니다. (최대 700자 입력가능)"
247,3,"본인을 가장 잘 표현하는 단어(Keyword) 두 가지를 소개하고, 선택한 이유에 대해 기술하여 주시기 바랍니다. (최대 700자 입력가능)"
248,3,상기 내용 외에 추가하고자 하는 사항 (800자)
249,3,상기 문항에서 언급되지 않았으나 기재하고 싶은 추가 내용이 있을 시 간단하게 요약하여 기술해 주세요.
250,3,본인의 가치관과 이 가치관에 큰 영향을 준 계기와 사건에 대해 상세히 서술하시오.
251,3,"본인의 커뮤니케이션 스타일을 한 문장으로 정의하고, 그 이유를 사례와 함께 작성해주세요."
252,3,자신을 소개해 주십시오.(성장과정 포함)
253,3,본인의 강점 및 약점
254,3,"본인의 장점과 단점을 기술해주시고, 단점을 극복하기 위한 노력을 말씀해 주십시오. (~600자)"
255,3,"최근 사회이슈에 대해 1가지 서술하고, 자신의 견해를 기재해 주세요."
256,3,"본인을 가장 잘 표현할 수 있는 단어와, 그 이유를 자유롭게 기술해 주세요."
257,3,위 항목에서 기술하지 못한 또다른 본인의 경험이나 이야기가 있으면 자유롭게 작성해 주세요.
258,3,"본인 성격의 장단점 및 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 경험(사건), 인물 등을 포함하여 기술해 주세요."
259,3,성장과정 및 성격의 장단점을 기술해 주시기 바랍니다.
260,3,본인에 대해 자유롭게 기술해주시기 바랍니다.
261,3,자신에 대해 자유롭게 표현해 주세요.
262,3,본인에 대해 자유롭게 서술해주세요.
263,3,성장과정 및 성격의 장단점
264,3,본인 성격의 장/단점과 단점을 개선시켰던 사례에 대해 서술하세요.
265,3,성장과정 : 성장과정을 구체적으로 기술해주세요. 800
266,3,본인의 어떤 점이 경신의 인재상에 부합하는지 사례에 근거하여 기술해 주십시오.(1000자 이내)
267,3,성격의 장단점을 기술해 주십시오.(1000자 내외)
268,3,"자기소개(성장과정, 장/단점 등)"
269,3,"본인의 성장과장을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다."
270,3,지원동기 (1000자 이내)
271,3,성장과정(1000자 이내)
272,3,본인 성격의 장·단점은 무엇인지 사례를 포함하여 작성하여 주시기 바랍니다.
273,3,"성장과정:가족사항, 학창시절, 교우관계, 생활습관, 자신에게 크게 영향을 미친 사건 등을 포함하여 구체적으로 작성 (최대 500자)"
274,3,자기 소개 (최소 300자)
275,3,나의 강점과 약점 (성격 위주) (최소 300자)
276,3,성격의 장/단점 및 특기
277,3,"자기소개서 * 자기소개서 항목 작성 시, 지역명 혹은 학교명이 포함되어 있는 경우 ○○로 기재 바랍니다."
278,3,"본인 성격의 장단점, 생활신조, 가치관 등에 대해 기술하시오."
279,3,성격의 장·단점에 대하여 기술
280,3,성장 과정(1500자 이내)
281,3,나의 장점 및 단점 (1500자 이내)
282,3,타인과 다른 본인만의 개성에 대해 기술하여 주십시오.
283,3,"타인을 설득하기 위해 제시했던 논리적 근거는 무엇이며, 어떤 점에서 본인의 의견이 타당하다고 생각하셨습니까? (400자 이내)"
284,3,학창시절 및 성장 과정에 대해 서술하시기 바랍니다
285,3,"그 외 자신을 표현할 수 있는 부분이 있다면, 간략히 작성해 주십시오. (400Bytes)"
286,3,본인을 3가지의 해시태그로 표현해본다면?
287,3,본인이 어떤 사람인지 보여줄 수 있는 자신의 성격이나 스타일을 자유로운 방식으로 설명해주세요.
288,3,성장과정: 본인의 성장 과정을 기술해주세요. (800자)
289,3,자신의 최종학력 논문 혹은 가장 성공적인 발표(제출) 자료를 요약해 주시기 바랍니다.
290,3,"본인의 장점과 단점을 기술해주시고, 단점을 극복하기 위한 노력을 말씀해 주십시오."
291,3,"자기소개 (경력, 강점 등)"
292,3,본인이 가지고 있는 직장관 또는 인생관에 대해 서술
293,3,성격의 장단점 및 특기
294,3,성장과정 및 가정환경
295,3,"취미 및 특기, 대인관계 등"
296,3,자기소개서(자유형식)
297,3,성장배경 (최소 100자)
298,3,자신의 강점과 약점 (최소 100자)
299,3,"자신의 MBTI 유형을 소개하고, 이를 기반으로 자신의 장단점을 사례를 들어 소개하시오"
300,3,나의 '인생 가치관'에 대해 성장과정 또는 경험을 바탕으로 서술해 주십시오.
301,3,자신을 간단히 소개하자면?
302,3,성격의 장단점이 무엇인지?
303,3,"성장과정,성격,생활신조,특기사항에 대하여 기술하시오.(본인의 강점 및 경험위주로 기술)"
304,3,장단점 및 생활신조
305,3,"기타사항(특별한 경험, 경력, 논문 등)"
