rank,cluster_id,question
26,1,다른 사람과 열정을 가지고 도전했던 경험과 이를 통해 얻은 성과나 결과를 구체적으로 기술해주시기 바랍니다.
27,1,"스스로 열정적으로 몰입하여 성과를 창출하거나 목표를 달성한 경험에 대하여 상세하게 기술해주십시오. (400자 이상 1,000자 이내) 721 / 1000 자"
28,1,예상치 못했던 어려운 상황에서 문제점을 분석하여 해결방안을 제시하였던 경험에 대해 기술해 주십시오. (500자)
29,1,"지금까지 가장 도전적인 목표를 정하고 노력한 경험(성공 또는 실패)이 있다면 작성하여 주십시오 또한 어떤 원인 때문에 성공 또는 실패했는지 구체적으로 작성해 주시기 바랍니다. (1,000자)"
30,1,"관심과 열정을 가지고 했던 다양한 경험 중 가장 기억에 남는 것이 무엇이며, 그것을 통해 얻은 교훈이 있다면 기술해주세요."
31,1,"본인의 성장과정을 간략히 기술하되, 가장 힘들었던 시기와, 사유, 그 시기를 극복하기 위해 어떠한 노력을 기울였는지 기술해 주십시오."
32,1,자신의 인생에 가장 영향을 끼친 사건 3가지를 든다면? (300자)
33,1,실패한 경험에 대하여 서술해주세요. [250~500자]
34,1,데이터를 활용하여 신속한 의사결정을 했던 경험을 서술하여 주십시오.
35,1,새로운 시각으로 습관적으로 일상화된 비효율을 발견하고 개선했던 경험을 서술하여 주십시오.
36,1,업무 또는 기타 계획 진행 과정에서 갑작스러운 어려움에 부딪혔지만 극복하려 노력했던 경험과 그 결과에 대해 말씀해 주세요.
37,1,"본인이 경험해 본 것 중에서 가장 의미 있다고 생각하는 경험은 무엇이며, 그 이유에 대하여 말씀해 주십시오.(700자)"
38,1,자발적으로 최고 수준의 목표를 세우고 끈질기게 성취한 경험에 대해 서술해 주십시오. / 목표 달성을 위한 구체적 노력/ 실제 결과/ 경험의 진실성을 증명할 수 있는 근거가 잘 드러나도록 기술) (700~1000 자 10 단락 이내) (1000자)
39,1,새로운 것을 접목하거나 남다른 아이디어를 통해 문제를 개선했던 경험에 대해 서술해 주십시오. (700~1000 자 10 단락 이내)
40,1,어려움의 극복 사례
41,1,"과제, 프로젝트 등을 수행하면서 발생한 문제를 해결하였던 경험에 대해 기술하여 주십시오. 구체적인 해결과제 및 난이도, 문제해결과정 및 과정, 해결의 결과에 대해 구체적으로 기술하여 주십시오."
42,1,자신의 윤리/도덕적 신념을 지키기 위해 손해나 희생을 감수하고 일을 수행한 경험에 대하여 기술하시오. (600자)
43,1,도전적인 목표를 정하고 열정적으로 일을 추진했던 경험을 구체적으로 기술해 주시기 바랍니다.
44,1,자신의 도덕적 신념을 지키기 위해 손해나 희생을 감수한 경험에 대하여 기술하시오.
45,1,도전적인 목표를 정하고 이를 달성하기 위해 노력한 경험을 본인이 이룬 성과와 당시 느낀 점을 중심으로 기술하시오.
46,1,"조직/개인 활동 중 도전에 실패했던 경험을 기술하여 주십시오. 원인은 무엇이었으며, 이를 통해 느낀 점은 무엇이었습니까?(최대 500자 입력가능)"
47,1,일이 예상대로 진행되지 않았던 경험과 그 상황을 해결하기 위해 본인이 취했던 원칙과 행동에 대해 기술하여 주십시오.
48,1,최근 5년간 본인이 경험한 가장 어려웠던 일을 기술하고 이후의 과정과 결과에 대해 기술해 주십시오
49,1,실패한 경험에 대하여 서술해주세요. [250~500자] Guide> 어떤 일을 목표로 했는지/ 목표 달성을 위해 들인 노력/ 수행 과정에서 부딪힌 장애물/ 그때의 감정과 생각/ 실패원인/ 이를 통해 배운 점 등 경험의 사실관계를 확인할 수 있도록 세부적으로 작성
50,1,기억에 남는 실패 경험과 이를 통해 배운 점은 무엇인지 작성해 주세요
51,1,업무 또는 활동을 수행하는 과정에서 예상하지 못한 문제가 발생했을 때 어떤 과정과 방법으로 해결하였는지 최근 사례를 바탕으로 기술해 주십시오. 그 과정을 통해서 문제를 해결할 수 있겠다고 생각한 이유가 무엇인지도 설명해 주십시오. (500자 이내)
52,1,"주도적으로 높은 수준의 목표를 세우고 도전하여 성취한 경험을 기술해 주십시오. 목표와 수립과정, 수행과정에서 부딪힌 장애물, 문제를 해결하기 위한 본인의 구체적인 노력, 결과와 배운 점 등을 중심으로 기술하십시오. (500자 이내)"
53,1,"성장과정 중 어려움이 있었던 순간에 난관을 해결하는 과정에서 본인이 대처했던 행동과 그렇게 행동한 이유를 설명하고, 결과를 통해 스스로 발전했다고 생각하는 부분이 무엇인지 기술하여 주시기 바랍니다."
54,1,타인으로부터 큰 신뢰를 받은 경험이나 새로운 아이디어를 가지고 자신만의 창의적인 아이디어를 발휘하였던 경험을 기술해 주십시오.
55,1,본인이 속한 조직에서 수행한 활동·업무 중에서 가장 어려웠던 경험과 어려움을 극복하기 위한 노력·마음가짐 등을 기재하여 주십시오. (700자 이내)
56,1,"[문제해결] 예상치 못한 문제에 직면했을 경우 귀하는 보통 어떻게 해결합니까? 귀하가 경험한 가장 최근 사례를 기반으로 기술해 주십시오. ① 어떤 문제였으며, 어떤 과정을 통해 문제를 해결하였나요? ② 그런 과정을 통해 문제를 해결할 수 있겠다고 생각한 이유는 무엇입니까?"
57,1,사회활동 : 학업 이외에 열정과 관심을 가지고 했던 다양한 경험 중 가장 기억에 남는 것을 구체적으로 기술해 주세요.
58,1,"본인이 살아오면서 가장 강렬히 성취하고 싶었던 일은 무엇입니까? 그 일을 꼭 성취하고 싶었던 이유와 이를 달성하기 위해 구체적으로 했던 일, 달성 과정 중 발생한 갈등과 극복방안, 달성 과정 중 타인과의 협력 경험, 달성 결과와 느낀점을 기술하여 주십시오."
59,1,일반적으로 불가능하다고 여겨지는 일(상황)을 명확한 목표와 전략을 바탕으로 과감히 실행하여 긍정적인 변화를 가져오거나 새로운 가치를 창출했던 경험을 기술해 주십시오.
60,1,(도전하는 Pioneer) 자발적으로 최고 수준의 목표를 세우고 이를 달성하기 위해 도전한 경험에 대해 기술해 주십시오.
61,1,창의적인 아이디어를 제시하고 적용하여 좋은 성과를 도출했던 경험에 대해 기술해 주십시오.
62,1,"살아오면서 열정을 가지고 노력하였으나 실패했던 경험이 있다면, 1)해당 경험을 구체적으로 설명해 주십시오. 2)실패했던 원인은 무엇인지, 이를 통해 본인의 변화된 모습은 무엇이 있었는지 구체적으로 기술해 주십시오."
63,1,"기존의 현상을 개선함으로써 조직의 성과를 조금이라도 향상시켰던 경험에 대하여 기술해 주시기 바랍니다. 1) 기존의 현상을 개선한 경험과, 그러한 개선과 변화가 필요했던 이유는 무엇입니까? 2) 그 과정에서 귀하에게 처한 어려움과 장애는 무엇이었으며, 어떻게 극복하였습니까? 3) 개선의 결과는 어떻게 나타났으며, 이러한 경험을 통해 느낀 점은 무엇입니까? (1,000자 이내)"
64,1,"[도전] 본인이 가장 재미를 느끼고 끝까지 파고들어 본 경험 또는 성취감을 느꼈던 경험이나, 성장할 수 있었던 경험이 있다면 성패와 무관하게 경험에서 배운 점과 자신의 어떤 부분이 성장했는지 등 구체적인 내용을 서술해 주세요."
65,1,자신이 변화와 도전으로 목표를 달성했던 사례를 구체적으로 기술하시오.
66,1,"타인과의 관계에서 가장 힘들었던 갈등상황은 무엇이었으며, 이를 어떻게 극복하였는지 구체적으로 기술하시오."
67,1,자신의 인생에 있어 가장 영향을 끼친 사건 3가지를 적어주십시오.
68,1,"살아오면서 자신이 성취한 것 중 자랑할 만한 것을 1,2가지 소개해 주십시오."
69,1,"지금까지 경험한 가장 큰 실패는 무엇이었고, 실패를 통해 배운 것은 무엇입니까?"
70,1,자신의 인생에 가장 영향을 끼친 사건 3가지를 써주십시오.
71,1,"살아오면서 자신이 성취한 것 중 자랑할 만한 것을 1, 2가지 소개해 주십시오."
72,1,"본인이 남들과 다르게 몰입했거나, 남다른 지식이 있는 영역이 있다면 작성해주세요."
73,1,학업 이외에 관심과 열정을 가지고 했던 다양한 경험 중 기억에 남는 것을 구체적으로 기술해주세요
74,1,일반적으로 경험하기 힘든 특별한 체험/남다른 성취경험
75,1,어떤 사안에 대해 사전에 고려해야 할 사항을 챙기며 문제를 해결해 본 경험을 작성해 보십시오
76,1,지금까지 본인이 한 일 중 가장 창조적이고 혁신적인 것은 무엇이었나요?(300자)
77,1,"본인의 경험 중 직면한 문제를 해결하기 위하여 문제의 원인을 찾아 극복하고 해결했던 사례에 대하여 구체적으로 기술해주시기 바랍니다(500자) * 당시 문제가 되었던 상황은 무엇이며, 어떠한 과정을 통해 원인을 찾아냈습니까? * 원인을 극복하며 포기하지 않고 업무를 수행한 이유와 그 결과에 대해 기술해주시기 바랍니다."
78,1,약속과 원칙을 지켜 신뢰를 형성하거나 지킨 경험에 대해 구체적으로 기술해주시기 바랍니다(500자) * 당시 상황에 대해 구체적으로 기술하여 주시기 바랍니다 * 약속과 원칙을 지키기 위해 어떤 노력을 하였으며 그 이유는 무엇입니까? * 그 일을 계기로 본인에게 생긴 변화 또는 느낀 점은 무엇입니까?
79,1,새로운 환경 속에서 어려움을 극복하고 성과를 달성한 경험에 대해 작성해 주시기 바랍니다. (700자)
80,1,자발적으로 최고 수준의 목표를 세우고 끈질기게 성취한 경험에 대해 서술해 주십시오. / 목표 달성을 위한 구체적 노력/ 실제 결과/ 경험의 진실성을 증명할 수 있는 근거가 잘 드러나도록 기술) (700~1000자 10 단락 이내)
81,1,어려움 극복의 사례
82,1,자기 주도적으로 목표를 설정하고 끝까지 완수해낸 경험에 대해 구체적인 사례를 바탕으로 그 과정과 결과에 대해 기술하시오.
83,1,"가장 중압감과 스트레스를 받았던 경험과 그 상황을 어떻게 극복하였는지 구체적으로 작성해 주십시오. (1,000자)"
84,1,"지금까지 경험했던 가장 어렵고 힘든 상황은 무엇이었고, 그때의 감정과 극복하기 위해 어떤 노력을 하였고 결과는 어떠했는지 작성해 주세요. (최대 500자)"
85,1,실패한 경험에 대하여 서술해주세요. [500자]
86,1,가장 어려웠던 상황과 그 상황을 극복해낸 과정 및 결과에 대해 작성해 주세요. (1000자)
87,1,학업 이외 활동 중 가장 의미 있었던 활동과 그것이 왜 가장 의미가 있었던 활동인지 이유에 대해 기술해 주시기 바랍니다(700자)
88,1,"본인의 경험 중 가장 힘들었던 경험, 실패했다고 생각하는 사례를 적고 이를 어떻게 극복 했는지 설명해 주세요"
89,1,본인의 경험 중 직면한 문제를 해결하기 위하여 문제의 원인을 찾아 극복하고 해결했던 사례에 대해서 구체적으로 기술해주시기 바랍니다.
90,1,기존의 방식과 다르게 접근하여 의미있는 결과를 도출한 경험에 대해 작성하시기 바랍니다.
91,1,"인생에서 가장 큰 터닝포인트가 되는 사건은 무엇이었고, 그 이유를 서술해주십시오. (500자 이상 1000자 이내)"
92,1,"자발적으로 시도 또는 도전하여 성취했던 경험, 또는 실패하였으나 많은 교훈을 얻은 경험을 서술해 주십시오. * [500자 이내]"
93,1,가장 어려웠던 상황 또는 가장 도전적인 목표에 직면했던 사례와 이를 극복했던 경험을 서술해 주시기 바랍니다.
94,1,본인이 살아오면서 가장 도전적이었거나 가장 인상 깊었던 경험을 기술하세요
95,1,(문제해결능력) 지금까지 살아오면서 부딪혔던 가장 큰 난관과 이를 극복한 경험에 대하여 기술하여 주십시오.
96,1,"(경험기술서2) 당시 본인에게 주어진 상황과 과제, 그리고 역할에 대해 기술해 주십시오."
97,1,"(경험기술서3) 당시 본인이 취한 행동과 그 결과는 무엇이었는지, 그 경험이 입사 후 업무수행에 어떠한 도움을 줄 수 있을지 기술해 주십시오."
98,1,자신이 변화와 도전으로 목표를 달성했던 사례를 구체적으로 기술하시오
99,1,"타인과의 관계에서 가장 힘들었던 갈등상황은 무엇이었으며, 이를 어떻게 극복하였는지 구체적으로 기술하시오"
100,1,도전적인 목표를 가지고 실행하여 성공 혹은 실패한 경험과 그 경험을 통해 무엇을 얻었는지 기술해 주십시오
101,1,"기존과는 다른 방식을 시도하거나 새로운 아이디어를 제시하여 문제를 해결/개선했던 경험에 대해 기술해 주십시오. (그러한 방식을 시도한 이유, 기존 방식과의 차이점, 그리고 이를 통해 무엇이 어떻게 변화되었는지 포함하여 작성해 주십시오."
102,1,"스스로 생각할 때 본인이 타인보다 높은 수준의 도덕성을 가졌다고 생각했던 경험에 대해 당시 상황과 행동, 그렇게 생각한 이유를 포함하여 구체적으로 기술해 주시기 바랍니다."
103,1,더 좋은 성과를 내기 위해 본인이 주도적으로 어떤 것을 개선해본 경험에 대하여 개선을 위해 가장 중요하게 고려했던 점과 결과를 포함해 구체적으로 기술해 주시기 바랍니다.
104,1,"어떤 과제를 수행함에 있어 다양한 대안을 두고 고민했던 경험에 대해 당시 상황과 고민한 이유, 대안을 선정하기 위해 고려했던 점을 포함하여 구체적으로 기술해 주시기 바랍니다."
105,1,"변화의 필요성을 가장 크게 느꼈던 순간을 떠올려주시고, 그 상황을 어떻게 해결했는지 적어주세요"
106,1,(자유 양식)성공적으로 목표에 도달한 경험
107,1,높은 목표를 달성하기 위해 다각도로 노력했던 경험에 대해 작성해 주시기 바랍니다.
108,1,남들과는 다른 방식으로 문제를 해결한 경험에 대해 작성해 주시기 바랍니다.
109,1,(자유양식)성공적으로 목표에 도달한 경험
110,1,어려움을 극복했던 경험과 이를 통해 배운 점을 IBK캐피탈에서 어떻게 발휘할 수 있을지 기술하시오.
111,1,자신의 장단점을 기술하고 장점의 극대화와 단점 극복을 위한 본인의 노력 경험을 설명하시오.
112,1,"인생에서 반드시 이루고 싶은 목표는 무엇이고, 목표를 이루기 위해 어떠한 노력을 기울여 왔는지에 대해 기술하시오"
113,1,창의적인 사고와 도전정신을 통해 성취와 성공을 이뤄낸 사례가 있다면 기술하시오.
114,1,(자유양식) 성공적으로 목표에 도달한 경험
115,1,기존의 틀에서 벗어난 생각의 전환을 통해 탁월한 성과를 창출한 경험을 작성해 주세요.
116,1,"본인이 창의성을 발휘하여 시도 했으나, 실패했던 사례 또는 어려웠던 상황에 대해 기술하고, 이러한 경험을 통해 배운 점이 향후 직무를 수행하는데 어떻게 활용 될 수 있는지 작성하여 주십시오"
117,1,"4. 활동 혹은 업무 수행 중 예상치 못한 문제나 어려움에 직면하였으나, 원인을 파악하여 극복했던 경험을 기술해 주십시오. (900byte 이내)"
118,1,가장 열정/도전적으로 임했던 일이 무엇이었으며 그 과정에서 어떠한 노력을 하였고 무엇을 배웠는지 작성해 주세요. (최대 700자 입력가능)
119,1,"본인에게 가장 가치있는 경험이 무엇이며, 해당 경험이 본인의 성장에 어떠한 영향을 끼쳤는지 작성해 주세요."
120,1,3. 데이터를 활용하여 신속한 의사결정을 했던 경험을 서술하여 주십시오.
121,1,5. 새로운 시각으로 습관적이고 일상화된 비효율을 발견하고 개선했던 경험을 서술하여 주십시오.
122,1,본인이 살면서 특정 분야의 전문가가 되기 위해 열정적으로 일했던 경험이나 단체생활을 하며 본인의 강점을 발휘하거나 단점을 극복한 경험에 대해 작성해주세요.
123,1,"본인이 살아오면서 가장 열정적 또는 헌신적으로 몰두했던 일(학업, 구직활동 제외)은 무엇이었는지 설명하고, 해당 경험이 입사 이후 업무수행에 어떠한 도움이 될 수 있는지 기술해 주십시오."
124,1,목표와 계획을 세우고 이를 달성하기 위해 노력했던 경험에 대해 기술해 주십시오.
125,1,"본인의 성장과정을 간략히 기술하되, 가장 힘들었던 시기와, 사유, 그 시기를 극복하기 위해 어떠한 노력을 기울였는지 기술해 주십시오. (200-800자)"
126,1,My Story 지금까지 살아오면서 가장 많은 노력을 쏟아부었던 성공 혹은 실패 경험과 그 과정을 통해 무엇을 배웠는지 소개해주세요
127,1,본인이 겪은 가장 큰 성취경험 또는 실패경험
128,1,"3. 최근 5년 내에 직면했던 삶의 어려움이 무엇이었으며, 그것을 어떻게 극복하였는지 기술하시오."
129,1,최근 5년 내 도전적인 목표를 수립하여 추진했던 성공과 실패 경험을 기술해 주십시오
130,1,"20~30대 시절 최고의 순간과 최악의 순간은 무엇이었나요? 그리고 해당 경험이 본인의 가치관 형성에 어떠한 영향을 주었는지 서술해주세요. (최대 1,000자 입력가능)"
131,1,3. 최근 3년 내 가장 어려웠던 도전은 무엇이었으며 그 경험을 통해 무엇을 배웠는지 기술해 주십시오.
132,1,[1-2] 실패했던 경험이나 크게 좌절했던 경험과 극복사례는?
133,1,새로운 시각이나 끊임없는 혁신의 실행으로 문제를 포기하지 않고 해결했던 경험을 서술해주세요.
134,1,새로운 시각으로 습관적이고 일상화된 비효율을 발견하고 개선했던 경험을 서술하여 주십시오.
135,1,본인의 삶에서 다른 사람에게 꼭 이야기해주고 싶은 경험이 있다면 기술해 주십시오.
136,1,"4. 지금까지 경험한 가장 큰 실패는 무엇이었고, 실패를 통해 배운 것은 무엇입니까? (300자)"
137,1,도전적인 목표를 수립하고 이를 위해 적극적으로 노력하여 성과를 낸 경험에 대해 기술해 주십시오.
138,1,기억에 남는 실패 경험과 이를 통해 배운 점은 무엇인지 작성해 주세요.
139,1,"지금까지 살아오면서 가장 많은 노력을 쏟아부었던 성공 혹은 실패 경험과 그 과정을 통해 무엇을 배웠는지 소개해주세요 - 무엇을 달성하기 위해, 구체적으로 어떻게 노력을 했으며, 성공/실패 경험이 자신에게 어떤 영향을 주었는지 구체적으로 기술해주시기 바랍니다."
140,1,"4. 기존의 관행에 의문을 가지고 자신만의 독창적인 방식으로 문제를 개선한 경험은 무엇이며, 의문을 가진 이유/해결과정/결과를 중심으로 구체적으로 서술하여 주십시오."
141,1,지식과 역량의 지속적 습득을 통해 변화를 예측하고 최적의 솔루션을 제시한 경험을 기술하여 주십시오.
142,1,계획된 일/과제를 치밀하게 실행하여 탁월한 성과를 창출한 경험을 구체적으로 기술하여 주십시오.
143,1,자신이 성취했던 구체적 사례
144,1,"2. 도전적인 목표를 설정하여 가치있는 혁신을 실현해 본 경험해 대해 실행과정과 결과, 느낀점을 포함하여 설명해 주세요."
145,1,기존과는 다른 방식이나 새로운 기술(IT기술 또는 툴) 등을 사용하여 문제 해결을 시도한 경험과 본인이 느낀 점을 구체적으로 서술해 주십시오.
146,1,일반적으로 경험하기 힘든 특별한 체험/남다른 성취경험*
147,1,일상생활이나 학업 또는 업무 수행 중 기존보다 더 나은 성과를 창출하기 위해 새롭게 또는 창의적으로 시도했던 경험을 기술하세요.
148,1,"본인의 성격 유형 또는 실패, 위기에 직면했을 때 어떻게 극복했는지 서술하여 주시기 바랍니다."
149,1,"성격의 장,단점에 대해 기술하시고, 단점을 극복하기 위해 어떠한 노력의 과정이 있었는지 작성하시오.*"
150,1,3. 가장 어려웠던 상황 또는 가장 도전적인 목표에 직면했던 사례와 이를 극복했던 경험을 서술해 주시기 바랍니다.
151,1,스스로 ‘도전적인 목표’를 선정하고 이를 달성하기 위해 ‘행동의 변화를 추구’하여 ‘새로운 기회를 포착’한 본인의 경험과 이를 통해 배운점을 기술하시오.
152,1,내 인생 최고의 선택과 최악은 선택은 무엇이었는가? 그러한 선택을 한 이유와 함께 각각 기술하시오.
153,1,최신 트렌드의 기술 스택을 습득하기 위해 노력했던 경험과 해당 기술을 선택한 이유에 대해 기술해주세요.
154,1,"적당함을 넘어 최고의 기준(목표)에 스스로 도전하고, 요구 받은 것 이상의 일을 주도적으로 수행하여 정량적인 성취를 이뤄낸 사례를 기술해주세요."
155,1,기존의 틀을 깨고 새로운 시도와 도전을 통해 목표를 성취한 경험을 작성해 주십시오.
156,1,학업 외 가장 열정적이고 도전적으로 몰입하여 성과를 창출했거나 목표를 달성한 경험을 기술하시오
157,1,"본인이 지금까지 겪은 어려운 상황에 대하여 극복한 경험과, 이를 통해 느낀 바에 대하여 말씀해 주세요."
158,1,[역 량] 본인은 주도적이고 변화를 추구하는 스타일인지 아니면 주어진 일을 충실히 수행하는 실무형 인지 구체적인 사례를 들어 기술해 주시기 바랍니다.기존에 시도하지 않았던 새로운 일에 도전해 강한 열정과 노력을 바탕으로 목표를 달성할 수 있었던 경험에 대해 기술해 주시기 바랍니다.
159,1,"2. 살아오면서 ONLYONE(최초, 최고, 차별화)적 결과를 창출한 경험과 관련된 배경, 과정, 결과 등에 대하여 상세히 서술하시오. (700자 이내)"
160,1,"프로그램 개발, 알고리즘 풀이 등 SW개발 관련 경험 중 가장 어려웠던 경험과 해결방안에 대해 구체적으로 서술하여 주시기 바랍니다. 1000자 (영문작성 시 2000자) 이내"
161,1,3. 어려운 상황이었지만 논리적으로 접근하여 해결했던 대표적인 경험에 대해 기술해 주세요.
162,1,목표를 달성하는 과정에서 힘들고 어려운 문제가 발생하였음에도 포기하지 않고 임무를 완수한 사례를 작성해 주세요.
163,1,"새로운 일에 도전했거나, 기존 방식이나 현상에 대해 문제의식을 갖고 해결한 경험을 서술하십시오."
164,1,본인이 수행했던 디자인 프로젝트/과제 중 사용자 경험 관점에서 기존 대비 개선한 경험에 대해 기술해주시기 바랍니다.
165,1,자신의 목표와 꿈을 이루기 위하여 노력해 온 과정과 그 과정에서 배운점 및 실제 성과에 대해서 구체적으로 기술해 주세요.
166,1,자신의 인생에 가장 영향을 끼친 사건 3가지를 든다면?
167,1,지금까지 본인이 이루었던 것 중에 가장 자랑스럽게 생각하는 성취의 경험에 대해 기술해 주십시오.
168,1,"성격의 장단점을 기술하고, 단점을 극복하기 위해 노력했던 경험이나 사례를 기술하시기 바랍니다."
169,1,"2. 직무와 관련하여 지금까지 자신이 가장 심혈을 기울여 도전(수행)했던 것은 무엇인지, 왜 도전하게 된 것인지, 얼마만큼 노력했는지 기술해주세요. (800자 이하)"
170,1,"살아오면서 ONLYONE(최초,최고,차별화)적 결과를 창출한 경험과 관련된 배경,과정,결과 등에 대하여 상세히 서술하시오"
171,1,과거 경험 中 본인의 실패 사례를 소개해 주세요.
172,1,본인의 열정 발휘 사례를 소개해 주세요.
173,1,자발적으로 최고 수준의 목표를 세우고 끈질기게 성취한 경험에 대해 서술해 주십시오. / 목표 달성을 위한 구체적 노력/ 실제 결과/ 경험의 진실성을 증명할 수 있는 근거가 잘 드러나도록 기술) (700~1000 자 10 단락 이내)
174,1,지금까지 살아오면서 가장 열정적/도전적으로 임했던 일과 그 일을 통해 이룬 성과와 느낀 점을 구체적으로 기술해 주십시오.
175,1,높은 목표 설정 자발적으로 최고 수준의 목표를 세우고 끈질기게 성취한 경험에 대해 서술해 주십시오. (700자 10 단락 이내) /목표 달성을 위한 구체적 노력/실제 결과/경험의 진실성을 증명할 수 있는 근거가 잘 드러나도록 기술)
176,1,기존의 틀을 깨는 과감한 실행 새로운 것을 접목하거나 남다른 아이디어를 통해 문제를 개선했던 경험에 대해 서술해 주십시오. (700자 10 단락 이내)
177,1,자신이 수행했던 일 중 가장 도전적인 활동에 대하여 기술해 주십시오.
178,1,기존의 방식을 개선하고 새로운 혁신을 실행했던 활동에 대하여 기술해 주십시오.
179,1,"지금까지 살아오면서 가장 기억에 남는 실패 경험과 그것을 통해 어떠한 교훈을 얻었는지, 그리고 그 후에는 어떤 노력을 했는지에 대해 구체적으로 작성해 주시기 바랍니다."
180,1,"본인의 경험 중 가장 의미 있다고 생각하는 경험은 무엇이며, 그 이유에 대하여 말씀해 주십시오. (700자)"
181,1,"도전적인 목표를 수립하여 끈기 있고, 열정적으로 추진했던 경험을 구체적으로 기재하여 주시기 바랍니다. (500~700자)"
182,1,"본인의 강점을 발휘하여 노력한 경험(실패 또는 성공)에 대해 구체적으로 기술하여 주시기 바라며, 실패 또는 성공의 원인을 구체적으로 기재하여 주시기 바랍니다. (500~700자)"
183,1,"창의, 열정, 신뢰 중 한 가지 키워드를 선택하여, 해당 가치를 실현한 경험을 기술해주십시오."
184,1,일반적으로 경험하기 힘든 특별한 체험/남다른 경험
