rank,cluster_id,question
105,0,우리 재단 인턴으로 지원하게 된 가장 큰 동기와 인턴기간 동안 이루고자하는 목표가 무엇인지 기술하시오.
106,0,"해당 직무에 지원한 동기는 무엇이며 본인이 직무에 적합하다고 생각하는 이유를 작성해 주십시오. (1,000자)"
107,0,"컴투스홀딩스, 그리고 해당 직무에 지원한 동기에 대해 작성해 주세요."
108,0,현대오토에버의 해당 직무에 지원한 이유와 앞으로 현대오토에버에서 키워 나갈 커리어 계획을 작성해주시기 바랍니다.
109,0,㈜한화/글로벌에 지원한 이유와 본인의 꿈(성장목표)에 대해 작성해 주세요. (1000자)
110,0,"지원자님이 생각하시는 와디즈는 어떤 회사인가요? 왜 와디즈에서 함께 하고 싶은 마음이 드셨나요? * - 1,000자 이내로 작성해주세요."
111,0,게임산업에 관심을 가지게 된 계기와 넷마블에 지원하게 된 동기를 구체적으로 서술하여 주십시오.
112,0,증권업에 지원한 이유와 그 중 신한투자증권에 지원한 이유를 기술하시오
113,0,"여러분이 선택한 계열사 및 직무에 대한 지원 동기는 무엇인가요? ① CJ CGV가 아니면 안되는 이유, ② 지원 직무에 관심 갖게 된 계기는 무엇인지 본인의 경험에 근거하여 작성해 주세요."
114,0,세메스를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오(700자)
115,0,지원동기 및 입사 후 목표를 설명해 주세요
116,0,[2022 네오플 공개채용_NEXT STAGE] 본인에 대해 자유롭게 기술해주세요.
117,0,삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오(700자)
118,0,삼성엔지니어링을 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오. [700자 이내 (영문작성 시 1400자)]
119,0,"본인의 성장환경, 성격의 장/단점 등 자신에 대한 간단한 소개와 입사 지원을 하게 된 동기에 대해 작성하시기 바랍니다."
120,0,"당사가 지원자를 채용해야 하는 이유는 무엇인지, 그리고 입사 후 본인의 경험/지식/능력을 어떻게 발휘할 것인지에 대해 작성하시기 바랍니다."
121,0,셀트리온헬스케어 지원동기 및 당사의 일원으로서 이루고 싶은 목표를 서술해주십시오. (500자 이상 1000자 이내)
122,0,우리 원 체험형 청년인턴에 지원한 동기와 인턴 기간 동안 이루고자 하는 목표는 무엇인지 구체적으로 서술해 주십시오. * [500자 이내]
123,0,금호건설에 지원한 동기는 무엇이며 합격 후 어떤 업무에 도전해보고 싶으신가요?
124,0,"캠코에 지원하게 된 동기와 희망직무 및 포부에 대해 기술해 주시기 바랍니다. 1) 캠코에 지원하게 된 동기와 캠코가 귀하를 채용해야 하는 이유 에 대해 기술해 주시기 바랍니다. * 캠코 인재상 : 포용하고 존중하는 인재, 미래에 도전하는 인재, 전문성을 갖춘 인재(300자 이상 ~ 500자 이내)"
125,0,"캠코에 입사 후 희망하는 직무는 무엇이며, 해당 직무를 수행함에 있어 어떻게 기여할 계획인지 기술해 주시기 바랍니다. (300자 이상 ~ 500자 이내)"
126,0,지원하는 회사와 분야(직무)에 대한 지원동기를 자유롭게 기술 하세요.
127,0,"LINE에서 왜 자신을 채용해야 하는지, 자신의 경쟁력에 대해 구체적으로 적어 주세요."
128,0,지원동기와 지원직무에 적합하다고 생각하는 이유를 설명해주세요
129,0,입사 후 포부를 설명해주세요
130,0,지원 동기(특히 해외근무 가능한지에 대한 서술)
131,0,공사 입사 후 본인의 비전과 목표는 무엇이며 그것을 이루기 위한 자신만의 계획에 대하여 구체적으로 기술하시오
132,0,kt cs 에 지원한 동기와 kt cs에 입사 후 이루고 싶은 중장기적 목표를 기술해 주십시오
133,0,"1. 직장을 선택할 때 중요하게 생각하는 가치/기준을 설명하고, 항공산업 중에서도 특히 대한항공에 지원하게 된 사유와 입사 후 포부에 대해 기술해 주십 시오."
134,0,해당 직무에 지원하신 이유를 작성해주세요
135,0,해당하는 직무를 지원하게 된 동기와 해당 직무를 통해 이루고 싶은 비전을 구체적으로 기재하여 주십시오
136,0,한국에너지정보문화재단에 지원하게 된 동기와 지원한 분야의 업무를 왜 하고 싶은지와 그동안 기울인 노력을 기술하여 주시기 바랍니다.
137,0,금융투자협회에 지원한 동기와 협회의 업무 중 희망하는 업무 및 성취하고자 하는 목표를 서술하시기 바랍니다.
138,0,지원 동기와 지원 직무에 적합하다고 생각하는 이유가 무엇인지 기술해주세요.
139,0,KT 및 해당 직무에 지원한 동기와 KT 입사 후 해당 직무의 전문가로 성장하기 위해 어떠한 노력을 할 지 구체적으로 기술해 주십시오. (최대 500자 입력가능)
140,0,"(자유양식) 지원 동기, 직무 관련 경험"
141,0,IBK캐피탈에 지원한 동기와 IBK캐피탈에서 이루고 싶은 본인의 목표에 대해 기술하시오.
142,0,본인이 지원한 직무와 관련된 본인의 향후 미래 계획에 대해 구체적으로 기술해주시기 바랍니다.(500자)
143,0,1. 지원 분야를 선택한 이유에 대하여 기술해 주십시오. (600자)
144,0,지원동기 및 입사 후 포부 2500자 이내
145,0,LG CNS에 지원한 동기와 입사 이후 꿈꾸는 것은 무엇인가요
146,0,"본인이 직업을 선택할 때 우선적으로 고려하는 부분은 무엇이고, 그 이유를 기업은행에 지원한 동기와 연결 지어 설명하여 주십시오"
147,0,해당 공고 및 세부 수행직무를 희망하는 이유와 본인이 적합하다고 판단할 수 있는 이유 및 근거를 제시해 주십시오.(1000자)
148,0,[지원동기 및 입사 후 포부]
149,0,유영제약 및 직무에 지원하게 된 동기
150,0,1. 서울대학교병원에 지원하게 된 동기 및 입사 후 실천하고자 하는 목표를 자신의 역량과 결부시켜 기술하여 주세요. (900byte 이내)
151,0,본인이 이 직무에 적합하다고 생각하는 이유에 대하여 기재하여 주시기 바랍니다.* [100자 이상 700자 이내]
152,0,당사에 지원하신 동기와 입사 포부에 대하여 기재하여 주시기 바랍니다.* [100자 이상 500자 이내]
153,0,'JYP'에 관심을 가지게 된 계기와 해당 직무에 지원하신 이유를 작성하시기 바랍니다. (1000자 이내)
154,0,LG전자에 대한 지원 동기
155,0,MBN에서 어떤 인재로 성장하고 싶은지 자유롭게 서술해 주세요. (100자 이상 - 500자 이내)
156,0,"DL이앤씨와 지원 직무에 본인이 선발되어야 하는 이유를 자유 형식으로 기재해 주세요 (최대 1,500자 입력가능)"
157,0,우리 재단에 지원 동기를 자기소개와 함께 작성해주세요.
158,0,"S-OIL에 지원한 이유와, 자신의 특성/장점이 회사 및 회사 생활을 하는데 있어 어떻게 기여할 수 있는지 작성해 주세요. (최대 500자 입력가능)"
159,0,"1. 우리 공사에 지원한 동기를 기술하고, 지원자의 직장 선택 기준 및 공사가 해당 기준에 어떻게 부합하는지에 대해 작성하여 주십시오."
160,0,"지원분야/직무에 대한 지원 동기와, 해당 분야/직무를 위해 어떤 준비를 해왔는지 소개해주세요. 700자"
161,0,LG화학에서 이루고 싶은 나만의 꿈과 비전을 소개해주세요. 500자
162,0,"1. 본인이 지원한 직무의 지원동기와 입사 후 어떻게 성장하고 싶은지 작성해주십시오. [직무에 관심을 가지가 된 계기, 향후 성장목표 및 보완점 등]"
163,0,"본인이 회사를 선택하는 기준은 무엇이며, 케이아이엔엑스의 어떤 점이 부합하여 지원하였는지 기술해주십시오."
164,0,본인이 회사를 선택할 때 기준은 무엇이며 왜 캐치(진학사)가 그 기준에 적합한지 서술해주세요.
165,0,해당 공고 및 세부 수행직무를 희망하는 이유와 본인이 적합하다고 판단할 수 있는 이유 및 근거를 제시해 주십시오.
166,0,지원 동기 및 입사 후 포부에 대해 작성하세요.
167,0,지원분야 지원 동기 / 성장 과정 (학창 시절 등) - 지원 동기 및 입사 후 하고 싶은 직무 중심으로 간략하게 기술하여 주시기 바랍니다.
168,0,지원 직무를 희망하게 된 동기를 구체적으로 서술해 주십시오. (600자)
169,0,기아에 지원하게 된 동기와 기아의 일원으로서 이루고 싶은 목표를 서술해 주십시오.
170,0,"본인이 선택한 직무를 담당하고 싶은 이유, 적합성 등에 대해 자유롭게 설명해 보십시오. (200-800자)"
171,0,SIMPAC을 선택한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오. (200-800자)
172,0,다양한 산업군 중 (1)본인의 진로를 F&B 산업으로 선택한 이유와 그중 특히 (2)CJ푸드빌에 지원한 동기에 대해 구체적으로 작성해 주세요.
173,0,1. 회사를 선택하는 기준과 농심에 지원한 이유에 대해 기술해 주십시오. * 한글 800자 이내 및 18라인 이내로 작성
174,0,Why LG Energy Solution LG에너지솔루션 및 모집분야에 지원한 동기를 구체적으로 소개해주세요.
175,0,나는 왜 쌍용C&E를 선택하는가(지원동기)
176,0,"HMM에서 어떤 인재로 성장하고 싶은지 서술해주세요. (최대 1,000자 입력가능)"
177,0,1. 스마트로 및 해당 직무에 지원한 동기와 스마트로에 입사 후 해당 직무의 전문가로 성장하기 위해 어떠한 노력을 할지 구체적으로 기술해 주십시오.
178,0,1. 신용보증기금 청년인턴에 지원하게 된 동기와 인턴생활을 통해 얻거나 배우고자 하는 점을 기술하여 주십시오. (400자 이상 600자 이내)
179,0,코나아이 지원 동기에 대해 기술해 주세요.
180,0,[2-2] 지원한 분야는 어떤 일을 한다고 생각하는가?
181,0,"[3] 당신의 인생계획(Life Plan)에서 꿈은 무엇이고, 그 꿈을 이루기 위해 회사가 어떻게 도움을 줄 수 있는지 서술하시오."
182,0,LS엠트론 및 해당 직무에 지원하게 된 동기에 대하여 기술해 주시기 바랍니다.
183,0,1. 현대오토에버의 해당 직무에 지원한 이유와 앞으로 현대오토에버에서 키워 나갈 커리어 계획을 작성해주시기 바랍니다.
184,0,4. 입사 후 각오 및 장래 포부
185,0,1. 지원 분야에 관심을 갖게 된 동기와 이를 위해 노력한 사항을 기술하시오. (100자 이상 500자 이내)
186,0,8. 자신에게 있어서 직장생활의 의미를 써주십시오. (500자)
187,0,9. 지원동기를 구체적으로 적어 주십시오. (500자)
188,0,지원동기를 기술하세요
189,0,2. 지원동기 및 포부
190,0,해당 채용분야에 지원하신 이유와 그 분야에서 어떻게 코스콤에 기여할 수 있는지 기술하여 주십시오.
191,0,우리은행에 지원하게 된 동기와 입행 후 이루고 싶은 목표를 구체적으로 작성해 주세요.
192,0,"SK가스를 지원하게 된 이유와 본인의 커리어 목표를 구체적으로 설명하여 주시기 바랍니다. (최소 100자, 최대 2,000자 입력가능"
193,0,"* 본인 및 가족의 신상이 특정될 수 있는 사항의 기재를 금지하며, 미준수 시 불이익을 받을 수 있으니 유의하시기 바랍니다. SGI서울보증에 지원한 동기와 입사 후 달성하고자 하는 목표에 대하여 기술하여 주시기 바랍니다."
194,0,당사에 지원하는 이유와 당사가 귀하를 선택해야 하는 이유에 대하여 구체적으로 기술해주십시오.
195,0,해당회사 및 직무에 지원하는 동기에 대해 기술해 주시기 바랍니다
196,0,LG에너지솔루션 및 모집분야에 지원한 동기를 구체적으로 소개해주세요. -많은 회사/모집분야 중 LG에너지솔루션의 해당 모집분야를 선택하신 이유를 구체적으로 기술해주세요.
197,0,지원동기와 입사 후 커리어 목표를 구체적으로 기술해주세요.
198,0,"1. 코오롱글로벌에 지원한 동기는 무엇이며, 희망하는 직무의 역량을 키우기 위해 어떤 노력을 하였는지 기술하여 주십시오. ("
199,0,"3. 코오롱글로벌이 인턴사원에게 기대하는 역량은 무엇이라고 생각하며, 인턴기간 동안의 목표를 구체적으로 기술하여 주십시오."
200,0,당사에 지원한 동기와 해당직무를 선택한 이유는 무엇입니까? 입사후 당신의 포부는 무엇입니까?
201,0,BGF로지스에 지원하는 동기와 입사하기 위해 그 동안 준비한 것이 무엇인지 기술하시오.
202,0,"코레일유통에 지원하겠다고 결심하게 된 이유는 무엇이며, 입사 후 주변으로부터 어떤 평가를 받는 직원이 되고 싶은지 작성해 주십시오."
203,0,GS글로벌에 지원한 이유를 포함하여 자기 자신을 자유롭게 소개해 주십시오.
204,0,지원동기 및 입사 후 포부*필수입력사항
205,0,롯데글로벌로지스를 지원한 이유와 입사를 목표로 노력한 경험에 대해 구체적으로 서술해 주세요.
206,0,지원한 직무에서 하고 싶은 일과 커리어 목표에 대해 구체적으로 기술해 주세요.
207,0,이화 및 희망직무를 지원한 동기와 입사 후 회사에서 이루고 싶은 꿈을 서술하여 주시기 바랍니다.
208,0,본인 소개와 코웨이 입사 지원 이유에 대해서 서술해 주시기 바랍니다. (최대 800자 입력가능)
209,0,지원동기 1000자
210,0,입사 후 포부에 대해 작성하시오.*
211,0,한국원자력의학원에 지원하게 된 동기 및 입사 후 포부를 기술하여 주십시오. (조직이해능력)
212,0,1. 금호건설에 지원한 동기는 무엇이며 합격 후 어떤 업무에 도전해보고 싶으신가요?
213,0,OCI와 해당직무에 지원하는 이유를 기술해주시기 바랍니다.
214,0,특별히 뷰웍스를 선택한 이유와 입사 후 포부에 대해 기술해주십시오.
215,0,본인이 다니고 싶은 회사와 동료들은 어떤 모습인지 기술해주십시오.
216,0,매일유업에서의 10년 후 자신의 모습을 지원 동기를 포함하여 구체적으로 작성해 주시기 바랍니다.
217,0,Q.1. 지원동기 및 입사 후 포부를 서술하시오
218,0,"본인이 생각하는 BGF로지스는 어떤 기업인지 한 단어로 설명하고, BGF로지스에 지원하는 동기는 무엇인지 기술해 주십시오."
219,0,'LG이노텍'을 선택하신 이유를 구체적으로 기술해주십시오.
220,0,"입사 후 이루고 싶은 성과나 꿈은 무엇이며, 이것이 자신의 삶에서 어떤 의미가 있는지에 대해 기술하시오."
221,0,지원직무를 선택한 이유를 설명하십시오.
222,0,오뚜기에 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 설명하십시오.
223,0,"강원도시가스의 어떤 부분에 대해 관심을 가지고 지원하게 되었으며, 입사 후 어떻게 기여하고 싶나?"
224,0,당사에 지원한 이유와 입사를 위해 어떤 노력을 하였는지 구체적으로 기술하시오
225,0,HK이노엔에 지원한 동기와 본인이 MR직무를 잘 수행할 수 있다고 생각하는 이유에 대하여 말씀해 주세요.
226,0,"HK이노엔 입사 3년 후, 5년 후 본인의 모습을 계획하고, 이를 성공적으로 달성하기 위해 노력하고 있는바를 말씀해 주세요."
227,0,"1. CJ제일제당과 해당 직무에 지원한 동기는 무엇인가요? 1) CJ제일제당이어야만 하는 이유, 2) BIO사업부문이어야만 하는 이유, 3) 지원 직무에 관심을 갖게 된 게기 및 입사 후 성장 목표 (1,000자 이내)"
228,0,삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오. (영문작성 시 1400자) 이내
229,0,지원동기 및 포부 (500자이내)
230,0,1. NE능률에 지원한 이유와 입사 후 지원한 분야에서 실천하고자 하는 목표를 기술해 주세요.
231,0,한국경영자총협회에 지원하게 된 동기에 대해 서술하십시오.
232,0,커피빈코리아를 선택한 이유와 입사 후 이루고 싶은 목표를 서술하여 주십시오.
233,0,"회사에서 이루고 싶은 목표가 있다면 무엇이며, 그 목표를 달성하기 위한 나만의 실천방안은 무엇인지 구체적으로 기술해 주세요."
234,0,유한양행에서 이루고 싶은 꿈과 본인의 계획을 기술하시기 바랍니다.
235,0,1. 지금 당장 이 회사의 대표가 된다고 하면 무엇을 해보고 싶으신가요? (800자 이하)
236,0,취업을 하고자 하는 이유를 적어주세요.
237,0,지원한 직무와 삶의 목표가 어떤 연관성이 있는지 적어주세요.
238,0,"CJ제일제당과 해당 직무에 지원한 동기는 무엇인가요? ① CJ제일제당이어야만 하는 이유, ② BIO사업부문이어야만 하는 이유 ③ 지원 직무에 관심을 갖게 된 계기 및 입사 후 성장 목표 (1,000자 이내)"
239,0,삼성SDI를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오.
240,0,지원동기를 구체적으로 적어주세요
241,0,자신에 있어서 직장생활의 의미를 적어주세요
