rank,cluster_id,question,noun_form
14,8,"지원 직무와 관련된 협업 경험을 본인이 수행한 역할 중심으로 제시하고, 해당 경험을 통해 무엇을 얻었는지 기술해 주십시오. (최대 500자 입력 가능)",지원 직무 관련된 협업 경험 본인 수행한 역할 중심 제시 해당 경험 무엇 얻었는지 기술해
15,8,지원 직무와 관련해서 본인의 대표적인 연구/Project 수행 경험에 대해 구체적으로 기술해 주십시오. (최대 500자 입력 가능),지원 직무 관련 본인 대표적인 연구Project 수행 경험 대해 구체적 기술해
16,8,본인의 AI 개발 역량이나 관련 지식 및 보유 Skill 등에 대해 구체적으로 기술해 주십시오. (최대 500자 입력 가능),본인 AI 개발 역량 지식 보유 Skill 대해 구체적 기술해
17,8,"본인이 지원한 직무(채용분야)를 선택한 이유는 무엇이며, 해당 직무에 필요한 역량을 갖추기 위해 어떠한 준비를 하였는지 본인이 보유한 경력, 지식 또는 경험을 바탕으로 설명하고, 타 지원자와 차별되는 강점은 무엇인지 기술해 주십시오.",본인 지원한 직무채용분야 선택한 이유 무엇 해당 직무 필요한 역량 갖추기 어떠한 준비 하였는지 본인 보유한 경력 지식 경험 바탕 설명 지원자 차별되 강점 무엇인지 기술해
18,8,"한국은행에서 업무를 수행하기 위해 본인이 자신 있게 내세울 수 있는 역량은 무엇이며, 동 역량을 갖추기 위한 노력 과정과 동 역량이 한국은행의 어떠한 업무에 어떻게 기여할 수 있을지 기술하시오.",한국은행 업무 수행하기 본인 자신 있게 내세울 역량 무엇 역량 갖추기 노력 과정 역량 한국은행 어떠한 업무 어떻게 기여할 있을지 기술하
19,8,지원하신 직무와 관련하여 본인이 키웠던 대표적인 역량을 소개하고 이를 계룡건설에서 어떻게 접목하고 기여하고 싶은지 기술하세요. (1500바이트 이내),지원하신 직무 관련 본인 키웠던 대표적인 역량 소개 계룡건설 어떻게 접목 기여 싶은지 기술하
20,8,본인이 지원하고자 하는 직무 분야와 관련하여 어떠한 역량을 갖추고 있는지 기술하고 이를 통해 어떻게 한국영상자료원에 기여할 수 있는지 기술해 주십시오. (500자 이내),본인 지원하고자 직무 분야 관련 어떠한 역량 갖추고 있는지 기술 어떻게 한국영상자료원 기여할 있는지 기술해
21,8,지원한 직무 관련한 본인의 역량(지식/Skill/Tool 등)과 직무에 대한 열정/노력에 대해 기술해 주십시오. (800자 이내),지원한 직무 관련한 본인 역량 직무 열정노력 대해 기술해
22,8,"본인이 지원한 직무와 관련한 경험(금전적 보수 없음) 혹은 경력(금전적 보수 있음)에 대해 기술해 주시기 바랍니다. 다양한 활동(학교, 회사, 동아리, 동호회 등)을 통해 지원한 직무와 관련하여 쌓은 경험 또는 경력사항에 대해 작성해 주십시오.",본인 지원한 직무 관련한 경험 경력 대해 기술해 주시기 바랍니다 다양한 활동 지원한 직무 관련 경험 경력사항 대해 작성해
23,8,"본인이 한국공항공사의 인재상과 직무에 맞는 인재가 되기 위해 어떠한 면에서 준비가 되어 있으며, 해당 능력을 갖추기 위해 어떠한 노력을 하였는지 작성해 주십시오.",본인 한국공항공사 인재상 직무 인재 되기 어떠한 준비 되어 있으며 해당 능력 갖추기 어떠한 노력 하였는지 작성해
24,8,"지원한 직무에 필요한 ① 핵심 역량 혹은 전문지식 2가지를 선정하여 그 이유를 간략히 기술하고, ② 그것을 개발하기 위한 도전, 시행착오나 성취를 구체적으로 말씀해 주세요.",지원한 직무 필요한 핵심 역량 전문지식 2가지 선정 이유 간략히 기술 그것 개발하기 도전 시행착오 성취 구체적 말씀해
25,8,E1이라는 회사와 지원한 직무를 선택한 이유를 설명해 주세요.,E1이라 회사 지원한 직무 선택한 이유 설명해
26,8,지원 직무에서 본인이 발휘할 수 있는 역량과 전문성을 어필해 주세요.,지원 직무 본인 발휘할 역량 전문성 어필해
27,8,희망 직무를 수행하기 위해 준비한 것과 직무와 관련된 본인 역량,희망 직무 수행하기 준비한 직무 관련된 본인 역량
28,8,kt ds 및 해당 직무에 지원한 동기와 입사 후 해당 직무의 전문가로 성장하기 위해 어떠한 노력을 할지 구체적으로 기술해 주십시오.,kt ds 해당 직무 지원한 동기 입사 해당 직무 전문가 성장하기 어떠한 노력 할지 구체적 기술해
29,8,"지원한 직무를 수행하기 위해 필요한 핵심 역량은 무엇이라고 생각하며, 그 이유에 대해 설명해 주십시오. 또한 해당 역량을 갖추기 위해 본인이 어떤 노력을 하였는지 기술해 주십시오.",지원한 직무 수행하기 필요한 핵심 역량 무엇이라고 생각 이유 대해 설명해 또한 해당 역량 갖추기 본인 어떤 노력 하였는지 기술해
30,8,본인이 지원한 직무관련 향후 계획에 대하여 -본인이 지원한 직무와 관련된 본인의 향후 미래 계획에 대해 구체적으로 기술해 주시기 바랍니다.,본인 지원한 직무 향후 계획 본인 지원한 직무 관련된 본인 향후 미래 계획 대해 구체적 기술해 주시기 바랍니다
31,8,"그동안 쌓은 지식, 능력, 활동 및 경험 등을 기반으로 지원한 직무에 본인이 가장 적합하다는 것을 구체적인 업무 내용과 매칭하여 말씀해 주세요. (최대 500자 입력 가능)",그동안 지식 능력 활동 경험 기반 지원한 직무 본인 가장 적합하다 구체적인 업무 내용 매칭 말씀해
32,8,"평소 CU 편의점 이용 시 느낀 장단점을 기술하고, CU 편의점의 경쟁력을 제고할 수 있는 아이디어를 설명해 주세요. 가능하다면 지원한 직무와 연계하여 적어주시고, 어려운 경우 고객 입장에서 설명해 주세요. (최대 700자 입력 가능)",평소 CU 편의점 이용 느낀 장단점 기술 CU 편의점 경쟁력 제고할 아이디어 설명해 가능하다면 지원한 직무 연계 적어주시고 어려운 경우 고객 입장 설명해
33,8,"지원한 직무 관련 본인이 갖고 있는 전문지식/경험을 작성하고, 이를 바탕으로 본인이 지원 직무에 적합한 사유를 구체적으로 서술해 주시기 바랍니다 (1000자)",지원한 직무 본인 갖고 전문지식경험 작성 바탕 본인 지원 직무 적합한 사유 구체적 서술해 주시기 바랍니다
34,8,영업전문직 직무의 핵심 역량에 대한 본인의 생각과 본인이 적합한 이유를 기술하여 주십시오. (700자 이내),영업전문직 직무 핵심 역량 본인 생각 본인 적합한 이유 기술
35,8,"지원 직무에 요구되는 역량은 무엇이라고 생각하며, 이를 갖추기 위해 어떠한 노력을 해 왔는지 기술해 주십시오. 700자",지원 직무 요구되 역량 무엇이라고 생각 갖추기 어떠한 노력 왔는지 기술해 700자
36,8,AJ에 지원하게 된 계기와 동기를 설명하고 지원한 직무를 성공적으로 수행할 수 있다고 생각하는 이유를 서술하여 주십시오. [300~800자 이내],AJ 지원하게 계기 동기 설명 지원한 직무 성공적 수행할 있다고 생각 이유 서술 300
37,8,자기소개서 내 출신 학교를 기재하거나 유추할 수 있는 문구를 포함하지 않도록 유의해주시기 바랍니다. (올바른 입력 예. OO대학교) 현대캐피탈에 지원하게 된 동기와 지원 직무에 필요한 역량을 기르기 위해 노력했던 경험을 기술해 주십시오.,자기소개서 출신 학교 기재하거 유추할 문구 포함 않도록 유의해주시기 바랍니다 현대캐피탈 지원하게 동기 지원 직무 필요한 역량 기르기 노력했던 경험 기술해
38,8,"지원하신 직무가 무엇을 하는 일이라고 생각하시는지, 본인의 정의를 기술해 주십시오. 직무수행에 필요한 역량/지식을 갖추기 위해 학업 또는 학업 외적으로 어떤 준비를 하셨는지 구체적 사례 중심으로 작성해 주세요.",지원하신 직무 무엇 일이라고 생각하시는지 본인 정의 기술해 직무수행 필요한 역량지식 갖추기 학업 학업 외적 어떤 준비 하셨는지 구체적 사례 중심 작성해
39,8,"전공과목- 지원직무와 관련된 가장 흥미로웠던 전공 과목 Guide> 수강했던 전공 과목 중 지원 직무와 관련하여 가장 흥미로웠던 주제(한 가지)에 대해서 설명해주세요. (선정배경, 주제요약, 학점 등 포함) (1000자)",전공과목 지원직무 관련된 가장 흥미로웠던 전공 과목 Guide 수강했던 전공 과목 지원 직무 관련 가장 흥미로웠던 주제한 가지 설명해
40,8,"직무관심도 및 역량- 지원직무에 대한 관심 및 보유 직무 역량 Guide> 지원직무에 관심을 가지게 된 계기(수강과목, 동아리 등 교내외활동 등) 및 관심 직무 관련 자신만의 차별화된 강점이나 역량을 기재하면 좋습니다. (1000자)",직무관심 역량 지원직무 관심 보유 직무 역량 Guide 지원직무 관심 가지게 계기 관심 직무 자신만 차별화된 강점 역량 기재
41,8,"지원한 동기를 기술하고, 직무 수행에 필요한 역량 2가지를 제시하고 그 역량을 쌓기 위한 노력을 구체적으로 작성해 주시기 바랍니다. (1,200자)",지원한 동기 기술 직무 수행 필요한 역량 2가지 제시 역량 쌓기 노력 구체적 작성해 주시기 바랍니다
42,8,"지원한 직무에 전문성을 갖추기 위하여 어떠한 노력을 기울였으며, 그 결과 타인과 차별화된 본인만의 역량은 무엇인지 기술해 주십시오. (500자)",지원한 직무 전문성 갖추기 어떠한 노력 기울였으며 타인 차별화된 본인만 역량 무엇인지 기술해 500자
43,8,"지원한 직무는 무엇입니까? 해당 직무의 전문가가 되기 위해서 입사 후 어떤 노력이 필요한지 작성하여 주십시오. (1,000자)",지원한 직무 무엇입니까 해당 직무 전문가 되기 입사 어떤 노력 필요한지 작성
44,8,"해당 직무를 잘 수행하기 위해 필요하다고 생각하는 역량을 자신의 경험을 바탕으로 작성하여 주십시오. (1,000자)",해당 직무 수행하기 필요하다고 생각 역량 자신 경험 바탕 작성
45,8,"직무수행능력의 차별화된 경쟁력(Competitiveness)/ 귀하가 재단의 직무를 수행함에 있어 타인과 비교하여 차별화된 핵심 경쟁력이 무엇인지 기술하고, 해당 경쟁력을 보유하게 된 경력 또는 경험을 기술해주십시오.",직무수행능력 차별화된 경쟁력 귀하 재단 직무 수행함 있어 타인 비교 차별화된 핵심 경쟁력 무엇인지 기술 해당 경쟁력 보유하게 경력 경험 기술해주
46,8,"직무수행을 위한 지식 및 기술(Knowledge & Skill)/ 재단의 지원 직무를 수행함에 있어 필요한 핵심 지식(knowledge)과 기술(Skill)이 무엇인지 기술하고, 이러한 지식과 기술을 보유하게 된 경력 또는 경험을 기술해주십시오.",직무수행 지식 기술 재단 지원 직무 수행함 있어 필요한 핵심 지식 기술 무엇인지 기술 이러한 지식 기술 보유하게 경력 경험 기술해주
47,8,"직무수행을 위한 태도 (Attitude)/ 재단의 지원 직무를 수행하기 위해 가장 중요한 태도(attitude)와 그 필요성을 기술하고, 이와 관련된 귀하의 경험을 기술해주십시오.",직무수행 재단 지원 직무 수행하기 가장 중요한 필요성 기술 관련된 귀하 경험 기술해주
48,8,"본인이 지원한 직무에 가장 중요하다고 생각하는 역량에 대해 기술하고, 그 역량을 갖추기 위해 본인이 무엇을 준비했는지 기술해주세요.",본인 지원한 직무 가장 중요하다고 생각 역량 대해 기술 역량 갖추기 본인 무엇 준비했는지 기술해
49,8,"본인이 선택한 직무를 담당하고 싶은 이유, 적합성 등에 대해 자유롭게 설명해 보십시오.",본인 선택한 직무 담당 이유 적합성 대해 자유롭게 설명해
50,8,희망 직무를 수행하기 위한 준비한 것과 직무와 관련된 본인의 역량.,희망 직무 수행하기 준비한 직무 관련된 본인 역량
51,8,지원하신 직무를 수행하기 위해 필요한 역량을 기르고자 어떤 노력을 했는지 구체적인 사례에 근거하여 서술해주세요. [250~ 500자],지원하신 직무 수행하기 필요한 역량 기르고자 어떤 노력 했는지 구체적인 사례 근거 서술해 250 500자
52,8,(경력/경험) 본인의 역량을 설명할 수 있는 경험을 소개해주세요. (최대 500자 입력가능),본인 역량 설명할 경험 소개해
53,8,지원분야를 선택한 이유와 이 직무에 본인이 적임자로 설명할 수 있는 근거를 경험을 바탕으로 서술하여 주십시오.,지원분야 선택한 이유 직무 본인 적임자 설명할 근거 경험 바탕 서술
54,8,하나투어에 지원한 이유는 무엇인가요? 지원자가 생각하는 하나투어의 강점과 지원 직무를 수행하고 싶은 이유를 포함하여 구체적으로 설명해주세요. (800자),하나투어 지원한 이유 무엇인가요 지원자 생각 하나투어 강점 지원 직무 수행 이유 포함 구체적 설명해 800자
55,8,지원한 직무를 수행함에 있어 예상되는 어려움과 이를 극복해 나갈 수 있는 본인만의 강점을 관련 경험 기반으로 서술해주세요. (800자),지원한 직무 수행함 있어 예상되 어려움 극복해 나갈 본인만 강점 경험 기반 서술해 800자
56,8,자신이 현대로템 및 지원 직무에 적합한 인재라고 생각하는 이유에 대해 말씀해 주세요.,자신 현대로템 지원 직무 적합한 인재라고 생각 이유 대해 말씀해
57,8,"지원하신 직무에 지원한 동기는 무엇이며, 해당 직무에 대하여 본인이 가지고 있는 강점을 구체적 사례와 함께 말씀해 주십시오.(700자)",지원하신 직무 지원한 동기 무엇 해당 직무 본인 가지고 강점 구체적 사례 말씀해 주십시오700자
58,8,본인이 지원한 직무와 관련된 이슈를 선정하여 그에 대한 본인의 생각을 기술해 주십시오.(700자),본인 지원한 직무 관련된 이슈 선정 본인 생각 기술해 주십시오700자
59,8,"지원한 직무에 필요한 역량 중 본인이 가진 강점을 기술하고, 그 강점을 유지 또는 향상시키기 위해 어떤 것들을 했는지 설명하십시오.",지원한 직무 필요한 역량 본인 가진 강점 기술 강점 유지 향상시키기 어떤 것들 했는지 설명하
60,8,역량과 흥미 기반의 업무 배분,역량 흥미 기반 업무 배분
61,8,직무에 지원한 이유,직무 지원한 이유
62,8,지원직무에 대한 자신의 목표와 구체적인 실행계획을 기술하여 주십시오. 지원 직무에 대한 목표와 해당 목표를 설정한 이유와 설정한 목표를 이루기 위한 현실적이며 구체적인 계획에 대해 기술하여 주십시오.,지원직무 자신 목표 구체적인 실행계획 기술 지원 직무 목표 해당 목표 설정한 이유 설정한 목표 이루기 현실적 구체적인 계획 대해 기술
63,8,"정보원의 직원으로서 지켜야할 직업윤리는 무엇이며 해당 직업윤리를 지킨 사례에 대해 기술하여 주십시오. 가능한 지원분야의 직무와 연계하여 기술하며, 사례에 대한 자세한 상황과 어떻게 직업윤리를 지켰는지, 어려운 점은 무엇이었는지 등 구체적으로 기술하여 주십시오.",정보원 직원으로서 지켜야할 직업윤리 무엇 해당 직업윤리 지킨 사례 대해 기술 가능한 지원분야 직무 연계 기술 사례 자세한 상황 어떻게 직업윤리 지켰는지 어려운 무엇이었는지 구체적 기술
64,8,"본인이 해당 직무에 적합한 이유를 경험, 경력, 개인의 역량 등과 연계하여 사례 중심으로 기술하시오. (600자)",본인 해당 직무 적합한 이유 경험 경력 개인 역량 연계 사례 중심 기술하 600자
65,8,"본인이 해당 직무에 적합한 이유를 경험, 경력 등과 연계하여 사례 중심으로 기술하시오.",본인 해당 직무 적합한 이유 경험 경력 연계 사례 중심 기술하
66,8,해당 직무에 지원하신 이유를 작성해주세요. [500자 내외],해당 직무 지원하신 이유 작성해 500자 내외
67,8,지원 직무를 성공적으로 수행하기 위해 어떤 노력과 경험을 하였는지 서술해 주십시오.(최대 600자 입력가능),지원 직무 성공적 수행하기 어떤 노력 경험 하였는지 서술해
68,8,"지원 직무 관련 자신이 갖춘 역량에 대하여 구체적으로 기술하여 주십시오(최대 1,000자 입력가능)",지원 직무 자신 갖춘 역량 구체적 기술
69,8,지원 분야에서 가장 필요하다고 생각되는 역량과 해당 역량을 향상 시키기 위해 어떠한 노력을 기울여 왔는지 기입해 주십시오.,지원 분야 가장 필요하다고 생각되 역량 해당 역량 향상 시키기 어떠한 노력 기울여 왔는지 기입해
70,8,지원한 분야와 관련된 본인의 보유 역량을 기술하시오. (500자 내외),지원한 분야 관련된 본인 보유 역량 기술하
71,8,"지원하신 직무를 수행하기 위해 필요한 역량을 기르고자 어떤 노력을 했는지 구체적인 사례에 근거하여 서술해주세요. [250~ 500자] Guide> 어떤 역량인지/ 역량을 기르기 위한 학습방법, 경험, 기간 등/ 적용사례/ 활동 단체나 네트워크 등 경험의 사실관계를 확인할 수 있도록 세부적으로 작성",지원하신 직무 수행하기 필요한 역량 기르고자 어떤 노력 했는지 구체적인 사례 근거 서술해 250 500자 Guide 어떤 역량인지 역량 기르기 학습방법 경험 기간 적용사례 활동 단체 네트워크 경험 사실관계 확인할 있도록 세부적 작성
72,8,"지원한 직무와 관련하여 본인만의 경쟁력은 무엇이며, 이를 얻기 위해 노력했던 구체적인 사례를 작성해 주세요",지원한 직무 관련 본인만 경쟁력 무엇 얻기 노력했던 구체적인 사례 작성해
73,8,"지원한 직무 분야와 관련하여 본인이 가장 자신 있는 필요지식이나 기술을 제시하고, 이를 활용해 특정 과업 또는 과제를 해결했던 사례에 대해 기술해 주십시오. (500자 이내)",지원한 직무 분야 관련 본인 가장 자신 필요지식 기술 제시 활용해 특정 과업 과제 해결했던 사례 대해 기술해
74,8,재단의 직무를 수행함에 있어 본인이 가지고 있는 차별화된 경쟁력이 무엇인지 기술해 주십시오.,재단 직무 수행함 있어 본인 가지고 차별화된 경쟁력 무엇인지 기술해
75,8,"본인이 가지고 있는 역량 중 가장 뛰어나다고 생각하는 역량과 그 역량 개발에 가장 도움이 되었던 경험 또는 활동을 작성하고, 해당 역량이 지원한 직무에서 어떻게 활용될 수 있는지 작성하여 주십시오. (700자 이내)",본인 가지고 역량 가장 뛰어나다고 생각 역량 역량 개발 가장 도움 되었던 경험 활동 작성 해당 역량 지원한 직무 어떻게 활용될 있는지 작성
76,8,"해당 직무를 수행하기 위해 필요한 역량은 무엇이며, 이 역량을 갖추기 위해 어떠한 노력을 해왔는지(학습사항, 학위 및 전공 등) 사실에 근거하여 설명해주십시오. 또한 지원직무와 관련해 본인만의 차별화된 지식과 경험을 구체적으로 기술하여 주십시오.",해당 직무 수행하기 필요한 역량 무엇 역량 갖추기 어떠한 노력 해왔는지 사실 근거 설명해주 또한 지원직무 관련해 본인만 차별화된 지식 경험 구체적 기술
77,8,"수행예정 직무를 선택하게 된 배경, 직무를 수행함에 있어서 예상되는 어려움, 이를 극복할 수 있는 본인만의 강점에 대해 기술하십시오.?(최대 600자 입력가능)",수행예정 직무 선택하게 배경 직무 수행함 있어서 예상되 어려움 극복할 본인만 강점 대해 기술하
78,8,"(지원포부) 한국토지주택공사의 어떤 사업에 관심이 있으며 어떤 부분에 기여하고 싶은지, 본인의 주요 직무 역량 및 강점을 기반으로 기술해 주십시오.",지원포부 한국토지주택공사 어떤 사업 관심 있으며 어떤 부분 기여 싶은지 본인 주요 직무 역량 강점 기반 기술해
79,8,"(경험 및 경력활동) 본인의 전문성 또는 역량 향상에 가장 도움이 되었던 경험, 경력, 활동을 먼저 기술하고, 귀하가 지원한 직무를 수행하는데 어떻게 활용(도움)이 될 수 있는지 기술해 주십시오.",본인 전문성 역량 향상 가장 도움 되었던 경험 경력 활동 먼저 기술 귀하 지원한 직무 수행하는데 어떻게 활용도움 있는지 기술해
80,8,본인이 지원한 직무분야에서 필요하다고 생각하는 기술과 향후 해당 기술을 업무에 적용하기 위한 구체적인 계획을 작성해주십시오.,본인 지원한 직무분야 필요하다고 생각 기술 향후 해당 기술 업무 적용하기 구체적인 계획 작성해주
81,8,"해당 직무에 지원한 동기와 해당 직무에 본인이 적합한 이유 및 근거를 본인의 경험, 전공 등과 연계하여 서술하여 주십시오.",해당 직무 지원한 동기 해당 직무 본인 적합한 이유 근거 본인 경험 전공 연계 서술
82,8,"기술보증기금의 인재상은 이공계, 상경계, 법학적 직무 역량을 갖춘 융합형 인재입니다. 이 중 본인이 강점을 가지고 있는 직무 역량을 한 가지 선택하고, 1)해당 직무 역량을 키우기 위해 어떤 노력을 해왔는지 본인의 경험에 기초하여 설명해 주십시오. 2)선택하지 않은 직무 역량을 어떻게 개발해 나갈 것인지 구체적으로 기술해 주십시오. (300~1,000자 이내)",기술보증기금 인재상 이공계 상경계 법학적 직무 역량 갖춘 융합형 인재 본인 강점 가지고 직무 역량 가지 선택 1해당 직무 역량 키우기 어떤 노력 해왔는지 본인 경험 기초 설명해 2선택 직무 역량 어떻게 개발해 나갈 것인지 구체적 기술해
83,8,지원한 직무를 성공적으로 수행하기 위해 필요한 핵심역량은 무엇이라고 생각합니까? 현재 귀하는 어느 정도의 역량을 갖추었는지 관련 경험에 근거하여 기술해 주시기 바랍니다. (700자 이내),지원한 직무 성공적 수행하기 필요한 핵심역량 무엇이라고 생각합니까 현재 어느 정도 역량 갖추었는지 경험 근거 기술해 주시기 바랍니다
84,8,"지원분야의 직무를 수행함에 있어서 요구되는 역량이 무엇이라고 생각하며, 이 역량을 갖추기 위한 노력 또는 특별한 경험을 구체적으로 기술하시오.",지원분야 직무 수행함 있어서 요구되 역량 무엇이라고 생각 역량 갖추기 노력 특별한 경험 구체적 기술하
85,8,"그동안 쌓은 지식, 능력, 활동 및 경험 등을 기반으로 지원한 직무에 본인이 가장 적합하다는 것을 구체적인 업무 내용과 매칭하여 말씀해 주세요.",그동안 지식 능력 활동 경험 기반 지원한 직무 본인 가장 적합하다 구체적인 업무 내용 매칭 말씀해
86,8,"평소 CU편의점 이용 시 느낀 장단점을 기술하고, CU편의점의 경쟁력을 제고할 수 있는 아이디어를 설명해 주세요. 가능하다면 지원한 직무와 연계하여 적어주시고, 어려운 경우 고객 입장에서 설명해 주세요.",평소 CU편의점 이용 느낀 장단점 기술 CU편의점 경쟁력 제고할 아이디어 설명해 가능하다면 지원한 직무 연계 적어주시고 어려운 경우 고객 입장 설명해
87,8,"해당 직무에 지원한 동기와 해당 직무에 본인이 적합한 이유 및 근거를 본인의 경험, 전공 등과 연계하여 서술하여 주십시오(600자)",해당 직무 지원한 동기 해당 직무 본인 적합한 이유 근거 본인 경험 전공 연계 서술 주십시오600자
88,8,귀하가 지원한 직무의 역량을 발전시키기 위해서 도전했던 경험 또는 프로젝트를 서술해주세요. 500자,귀하 지원한 직무 역량 발전시키기 도전했던 경험 프로젝트 서술해 500자
89,8,지원 직무에서 차별되는 본인만의 강점을 서술해 주십시오.,지원 직무 차별되 본인만 강점 서술해
90,8,"본인의 핵심 역량을 현재까지의 경험에 근거하여 작성하고,지원직무에 어떻게 활용할 수 있을지 구체적으로 서술하시오(1000자)",본인 핵심 역량 현재까지 경험 근거 작성하고지원직무 어떻게 활용할 있을지 구체적 서술하
91,8,[직무에세이] 1-2. 1전의 사항을 바탕으로 한전KPS에서 수행하고 싶은 직무에 대하여 기술해주시기 바랍니다(500자),직무에세 1전 사항 바탕 한전KPS 수행 직무 기술해주시기 바랍니다500자
92,8,"에스엘에서 일하고 싶은 구체적인 분야(직무)를 제시하고, 해당 직무에 관심을 가지게 된 계기와 이를 잘 수행할 수 있다고 생각하는 이유를 구체적으로 서술해 주십시오 (1000자)",에스엘 구체적인 분야직무 제시 해당 직무 관심 가지게 계기 수행할 있다고 생각 이유 구체적 서술해
93,8,"지원한 직무 관련 본인이 갖고 있는 전문지식/경험(심화전공, 프로젝트, 논문, 공모전)을 작성하고, 이를 바탕으로 본인이 지원 직무에 적합한 사유를 구체적으로 서술해 주시기 바랍니다(1000자)",지원한 직무 본인 갖고 전문지식경험 작성 바탕 본인 지원 직무 적합한 사유 구체적 서술해 주시기 바랍니다
94,8,"지원 직무 수행에 필요한 핵심역량은 무엇이라고 생각하는지 그 이유와 함께 소개하고, 그 역량을 갖추기 위해 어떠한 노력을 준비하였는지 구체적으로 기술하여 주십시오(600자)",지원 직무 수행 필요한 핵심역량 무엇이라고 생각하는지 이유 소개 역량 갖추기 어떠한 노력 준비하였는지 구체적 기술 주십시오600자
95,8,"해당 직무에 지원한 동기는 무엇이며 본인이 직무에 적합하다고 생각하는 이유를 작성해 주십시오. (1,000자)",해당 직무 지원한 동기 무엇 본인 직무 적합하다고 생각 이유 작성해
96,8,지원하신 직무를 수행하기 위해 필요한 역량을 기르고자 어떤 노력을 했는지 구체적인 사례에 근거하여 서술해주세요. [500자],지원하신 직무 수행하기 필요한 역량 기르고자 어떤 노력 했는지 구체적인 사례 근거 서술해 500자
97,8,현대오토에버의 해당 직무에 지원한 이유와 앞으로 현대오토에버에서 키워 나갈 커리어 계획을 작성해주시기 바랍니다.,현대오토에버 해당 직무 지원한 이유 현대오토에버 키워 나갈 커리어 계획 작성해주시기 바랍니다
98,8,"2. 지원한 직무와 관련하여 어떠한 역량(지식/기술)을 강점으로 가지고 있는지, 그 역량을 갖추기 위해 무슨 노력과 경험을 했는지 구체적으로 작성해주시기 바랍니다.",지원한 직무 관련 어떠한 역량 강점 가지고 있는지 역량 갖추기 무슨 노력 경험 했는지 구체적 작성해주시기 바랍니다
99,8,지원한 직무를 수행하기 위한 역량을 갖추기 위해 어떤 노력을 했는지 작성해 주세요. (1000자),지원한 직무 수행하기 역량 갖추기 어떤 노력 했는지 작성해
100,8,해당 직무에 지원한 이유 및 직무 수행을 위해 본인이 갖추고 있는 역량을 기술하시오,해당 직무 지원한 이유 직무 수행 본인 갖추고 역량 기술하
