rank,cluster_id,question
30,5,"석유화학업계의 향후 트렌드를 조망하고, 롯데케미칼이 이러한 변화를 선도하기 위해 본인이 입사 후에 어떻게 회사에 기여하고 싶으신지, 본인의 강점 등 구체적 근거를 포함해 기술해 주세요."
31,5,"한국예탁결제원의 인재상 중 본인과 가장 부합된다고 생각하는 인재상이 무엇인지 선택하고 그렇게 생각하는 이유를 본인의 교육, 경험 등 구체적 사례를 들어 기술해주십시오. (400자 이상 1,000자 이내) 892 / 1000 자"
32,5,"한국예탁결제원을 가장 잘 표현할 수 있는 하나의 수식어 또는 단어를 정의하고 해당 단어를 선택한 이유에 대해 한국예탁결제원이 수행하는 업무의 성격과 연관지어 기술해주십시오. (400자 이상 1,000자 이내) 930 / 1000 자"
33,5,"공공기관의 직원에게 가장 강조되어야 하는 직업윤리는 무엇이라 생각하는 지와 현실과 타협하거나 편법을 사용하지 않고 원칙대로 일을 처리해서 좋은 결과를 이끌어냈던 구체적인 사례를 본인의 신념이나 가치관을 중심으로 기술하여 주시기 바랍니다. (1,200자)"
34,5,"본인의 삶에서 가장 중요하게 여기는 가치는 무엇이며, 공단 직원으로서 직업윤리의 중요성을 본인의 가치관 중심으로 기술해 주십시오. (500자)"
35,5,"직무수행을 위한 태도 (Attitude)/ 재단의 지원 직무를 수행하기 위해 가장 중요한 태도(attitude)와 그 필요성을 기술하고, 이와 관련된 귀하의 경험을 기술해주십시오."
36,5,기관의 이해 교육환경 개선과 학교경영지원을 통한 학교 교육 진흥을 위해 재단이 해야 할 일은 무엇인지 기술해 주십시오. (재단의 주요 업무 중심으로 기술)
37,5,최근 사회이슈 중 중요하다고 생각되는 사항을 한가지 선택하고 이에 관한 자신의 견해를 기술해 주시기 바랍니다.
38,5,"공사 상품(보금자리론, 주택보증, 주택연금 등) 중 지원자가 가장 관심 갖고 있는 상품을 1가지 선정하고, 그 이유와 공사에 입사하여 해당 상품 분야에 대한 전문가로 성장하기 위해 어떠한 계획을 가지고 있는지를 기술해 주십시오."
39,5,"공사는 공익성, 전문성, 신뢰를 핵심가치로 삼고 있습니다. 공사의 핵심가치와 관련된 지원자의 경험이 있다면 기술해 주십시오."
40,5,"공공기관 직원으로서 갖추어야 하는 가장 중요한 가치는 무엇이라고 생각하는지 기술하고, 본인이 어떻게 이에 부합하는지에 대하여 작성하여 주십시오."
41,5,물류업계의 현재 트렌드와 미래 물류업의 전망에 대해 구체적인 근거를 포함하여 서술해주세요. [250~500자]
42,5,"입사 5년 후, 회사에서 내가 듣고 싶은 나의 평판은 무엇인지 보기에서 하나 선택하고 그 이유를 구체적으로 서술해주세요. [250~500자] A. 기존 방식에 얽매이지 않고 업무를 수행하는 창의적 직원/ B. 주어진 업무를 완벽하게 수행하여 조직에서 인정받는 직원/ C. 사회성이 좋고 인간적이어서 조직내 평판이 좋은 직원"
43,5,유통트렌드 변화 속에서 고객을 최우선으로 생각한 상품과 서비스를 제공하기 위한 방안을 서술하여 주십시오.
44,5,급변하는 환경 및 트렌드 속에서 하나투어가 지속적으로 성장하기 위한 방안을 구체적으로 서술해주세요. (800자)
45,5,"5문제를 위한 4시간, 나에 대한 자신감"
46,5,"한국예탁결제원의 인재상 중 본인과 가장 부합된다고 생각하는 인재상이 무엇인지 선택하고 그렇게 생각하는 이유를 본인의 교육, 경험 등 구체적 사례를 들어 기술해주십시오. (400자 이상 1,000자 이내)"
47,5,"한국예탁결제원을 가장 잘 표현할 수 있는 하나의 수식어 또는 단어를 정의하고 해당 단어를 선택한 이유에 대해 한국예탁결제원이 수행하는 업무의 성격과 연관지어 기술해주십시오. (400자 이상 1,000자 이내)"
48,5,나의 One&Only
49,5,"SPC그룹의 핵심가치(정직, 혁신, 협업) 중 한 가지를 선택하고 이를 발휘했던 경험에 대하여 기술하여 주시기 바랍니다.(최대 600자 입력가능)"
50,5,"당사의 핵심 가치와 지원자의 가치관을 비교하여 공통점을 기술하고, 이를 실천하기 위해 일상적으로 어떤 노력을 하는지 구체적인 경험과 함께 작성해 주십시오."
51,5,"귀하가 가장 중요하게 생각하는 가치관은 무엇이며, 이러한 가치관이 한국철도공사가 지향하고자 하는 바와 어떻게 일치한다고 생각하는지 작성해 주십시오."
52,5,현재 한국철도공사에서 제공하는 서비스 중 고객이 더욱 만족할 수 있도록 개선할 수 있는 점과 이러한 개선이 한국철도에 어떤 도움이 될 수 있을지 작성해 주십시오.
53,5,"앞으로 한국철도공사가 중점적으로 추진해야 하는 사업은 무엇이며, 귀하가 어떠한 부분에서 어떻게 기여할 수 있는지 작성해 주십시오."
54,5,"SGI서울보증의 핵심가치[Customer(고객), Openness(소통), Responsibility(상생), Excellence(전문성)] 중 1가지를 선택하고, 이에 대해 본인이 SGI서울보증에 기여할 수 있는 방안을 기술하여 주시기 바랍니다. *핵심가치 세부사항 회사 홈페이지 참고"
55,5,"SGI서울보증의 경제적 기능과 사회적 역할 중 1가지를 선택하여 본인의 생각을 작성하고, 이를 강화하기 위해 SGI서울보증이 나아가야 할 방향을 기술하여 주시기 바랍니다."
56,5,"KGS가 추진·수행하는 사업 중 가장 관심이 있는 사업을 소개하여 주시고, 입사이후 KGS에서 기여하고자 하는 목표와 방법을 본인이 가지고 있는 역량과 강점을 바탕으로 작성하여 주십시오. (700자 이내)"
57,5,"공직자로서 가장 중요한 가치 또는 덕목을 무엇이라고 생각하는지 작성하고, 그렇게 생각하는 이유를 본인의 학교 또는 사회생활의 경험을 기반으로 작성하여 주시기 바랍니다. (1000자)"
58,5,공사 직원으로서 가장 중요하다고 생각하는 직업윤리 한 가지를 제시하고 본인은 해당 직업윤리를 얼마나 잘 지키고 있는지 관련 사례와 함께 스스로 평가하여 기술해 주십시오.
59,5,최근 국내외 환경변화 중 한국마사회에 가장 큰 영향을 미치는 변화를 지원한 분야의 관점에서 기술하고 그 대응을 위해 본인이 어떤 역할을 할 수 있는지 보유한 직무역량을 중심으로 기술하여 주십시오.
60,5,한국에너지기술연구원 구성원으로서 직업윤리가 왜 중요한지 본인의 가치관과 경험을 중심으로 설명하여 주십시오.
61,5,"최근 한국원자력연구원의 주요 이슈에 대해 한 가지를 선택하여 언급하고, 그것에 대한 본인의 의견을 기술하십시오.?(최대 800자 입력가능)"
62,5,직장인으로서 직업윤리가 왜 중요한지 자신의 가치관을 중심으로 설명하십시오.
63,5,현대자동차그룹 핵심가치 중 본인의 경험을 기반으로 실천사례를 제시하시오.
64,5,본인이 회사를 선택함에 있어 중요시 여기는 가치와 현대제철이 왜 그 가치와 부합하는지 본인의 의견을 서술하여 주십시오.
65,5,"기술보증기금의 새로운 핵심 가치는 ‘공정·혁신·연대’입니다. 이 중 중소벤처기업지원의 관점에서 중요하다고 생각되는 핵심 가치를 순서대로 선택하고, 1)선택한 이유를 구체적 근거를 들어 순서대로 설명해 주십시오. 2)기금 핵심 가치 제고를 위해 기술보증기금이 어떠한 노력을 하면 좋을지 본인만의 차별화된 방안을 제시해 주십시오."
66,5,귀하가 회사를 선택하는 기준은 무엇입니까? 그리고 아성다이소가 그러한 기준에 어떻게 부합하는지 기술해 주시기 바랍니다. (700자 이내)
67,5,현대백화점그룹이 지향하는 6가지 중요한 핵심가치와 부합하는 업적 또는 경험
68,5,자신이 왜 서울교통공사의 인재상에 부합되는 인물이라고 생각하는지 구체적으로 기술하시오.
69,5,삶을 통해 이루고 싶은 인생의 비전 또는 목표 3가지를 우선순위 순으로 적어 주십시오.
70,5,BGF가 생각하는 '좋은 친구'는 '언제 어디서나 최상의 상품과 서비스를 제공하여 고객가치를 실현하고 사회발전에 공헌하는 기업'입니다. 고객과 사회의 '좋은 친구'인 BGF리테일에 지원하게 된 동기에 대해 기술해주세요.
71,5,"BGF의 5가지 가치관(채용홈페이지 '우리의 가치관' 참조) 중 본인을 가장 잘 표현하는 가치관 1개를 선택하고, 그 이유를 본인의 경험과 함께 작성해 주세요."
72,5,"평소 CU편의점 이용 시 느낀 장단점을 기술하고, CU편의점의 경쟁력을 제고할 수 있는 아이디어를 설명해 주세요. 가능하다면 지원한 직무와 연계하여 적어주시고, 어려운 경우 고객 입장에서 설명해 주세요."
73,5,삶을 통해 이루고 싶은 인생의 비전 또는 목표 3가지를 우선순위 순으로 적어주십시오.
74,5,현대자동차그룹 핵심가치 중 본인의 경험을 기반으로 실천사례를 제시하시오(600자)
75,5,본인이 회사를 선택함에 있어 중요시 여기는 가치와 현대제철이 왜 그 가치와 부합하는지 본인의 의견을 서술하여 주십시오(600자)
76,5,지원 회사 또는 직무와 밀접하게 연관되는 국내외 최근 이슈/트렌드/사회현상 중 한 가지를 선택한 뒤 담당자라고 가정하고 이에 대한 자신의 견해를 서술해 주십시오. (600자)
77,5,물류에 대한 가치관
78,5,"하기의 가치관중 본인이 가장 우선시하는 항목은 무엇인가요?(20자)- 정직, 열정, 창의, 변화, 성장, 균형, 성취, 책임, 도전, 팀워크, 믿음, 긍정, 완벽, 헌신"
79,5,"본인이 팀장으로서 팀원 3명을 선발한다면 어떤 기준으로 선발할 것이며, 본인(팀장)과 팀원들의 역할을 부여하고 그 이유에 대해 평소 본인의 가치관을 고려하여 종합적으로 서술하시오(1000자)"
80,5,[직무에세이] 2. 한전KPS의 중장기 전략경영계획(비전2030)을 참고하여 본인의 향후 역량개발계획을 상세하게 기술해주시기 바랍니다(1000자)
81,5,"본인이 회사를 선택할 때 가장 중요한 항목 2개를 선정하고, 에스엘의 어떤 부분이 해당 항목에 부합하는지 구체적으로 서술해 주십시오(600자)"
82,5,"에스엘에 하고 싶은 질문을 작성하고, 그 이유는 무엇인지 서술해 주십시오(300자)"
83,5,최근 사회이슈 중 중요하다고 생각되는 한가지를 선택하고 이에 관한 자신의 견해를 기술해 주시기 바랍니다(1000자)
84,5,(직업윤리) 공직자의 직업윤리가 중요한 이유를 본인의 가치관을 중심으로 기술해 주십시오. (500자)
85,5,(관련분야 이해도) 최근 에너지분야 이슈 중 중요하다고 생각되는 한가지를 선택하고 이에 관한 자신의 견해를 기술해 주시기 바랍니다. (500자)
86,5,"미래 에너지 시장을 리딩하는 KOGAS의 새로운 핵심가치는 다음과 같습니다. 1) 미래주도 2)안전우선 3) 열린사고 4)소통협력 위 네가지 중에서 본인의 역량과 부합하는 한가지 항목을 선택하고 타인과 차별화될 수 있는 본인의 핵심역량을 구체적 경험을 바탕으로 기술하여 주십시오. 또한, 지속가능한 미래 에너지 기업인 KOGAS가 나아가야 할 방향도 함께 고려하여 입사 후 실천할 목표 및 자기개발 계획에 대해 구체적으로 기술해 주십시오. (1500자)"
87,5,업무에 임하는 태도
88,5,"조직의 구성원으로서 가장 중요하는 가치나 덕목이 무엇인지 소개하고, 그와 관련된 본인의 경험이나 실천사례를 기술하여 주십시오(600자)"
89,5,"귀하가 생각하는 한국동서발전의 미래성장성에 대해 (가), (나)에 맞춰 기술해 주시기 바랍니다. (가) 한국동서발전이 미래사업을 선도하기 위한 기술 또는 발전방향을 기술 (나) (가)를 실현하는데 도움이 되는 본인의 기술 또는 전문성에 대해 기술"
90,5,"재단의 핵심가치 4가지(창의성, 책무성, 개방성, 탁월성) 중 본인이 보유하고 있는 차별화된 핵심가치가 무엇이고 이를 활용한 사례를 과정중심으로 기술하시오."
91,5,"DHL 4대 문화인 Speed / Right 1st Time / Can Do / Passion 중 본인과 가장 가까운 특성 하나를 고르고 선택한 이유를 경험을 바탕으로 작성해 주십시오. (1,000자)"
92,5,물류업계의 현재 트렌드와 미래 물류업의 전망에 대해 구체적인 근거를 포함하여 서술해주세요. [500자]
93,5,블록체인의 활용성과 미래 가치에 대해 본인의 생각을 작성해 주세요.
94,5,"자신만의 경쟁력은 무엇이라 생각하며, 이것을 통해 EY한영에 어떤 도움을 줄 수 있는가"
95,5,"향후 Career, 5~10년의 계획"
96,5,"EY Value Fit Question 아래 EY Value 중 본인이 가장 부합한다고 생각하는 요소 한 가지를 선택하시고 그 이유도 기재하시기 바랍니다. 첫째, 성실하고 남을 존중하며, 더불어 일하는 사람 둘째, 활력, 열정 그리고 선도하는 용기를 가진 사람 셋째, 바르게 행동하며 관계를 구축하는사람"
97,5,"와디즈가 하고 있는 일을 살펴 보셨나요? 내가 합류해서 꼭 해보고 싶은 일이 있다면 기록해 주세요. * - 1,000자 이내로 작성해주세요."
98,5,"본인이 넷마블 CEO 라면, 어떤 게임/사업을 추진하고 싶은지와 그 이유를 구체적으로 서술하여 주십시오."
99,5,"(국내/글로벌 中 택1)넷마블 출시 예정이거나, 서비스 중인 게임 중 1개 게임을 선정하여 점차 치열해지고 있는 게임 마케팅 경쟁상황에서 시장에 화제를 일으킬 수 있는 마케팅 방향성에 대해 서술하여 주십시오."
100,5,"넷마블 출시 게임 외, 최근 가장 인상깊게 본 게임 마케팅 활동(인게임 이벤트 및 프로모션 제외)에 대해 설명하고, 해당 마케팅 캠페인을 분석해 주십시오."
101,5,신한투자증권이 본인을 뽑아야 하는 이유를 기술하시오
102,5,"CGV는 '영화 그 이상의 감동, 글로벌 NO.1 컬처플렉스’로 자리매김하기 위해 끊임없이 변화하고 혁신하고 있습니다. ① 본인이 지원한 직무 내에서 어떤 역할을 수행할 수 있는지, ② 입사 후 성장 계획을 구체적으로 작성해 주세요."
103,5,"최근 본인이 관심을 가지고 있는 금융 서비스/트렌드에 대해 간단히 설명하고, 해당 분야에 관심을 갖게 된 이유를 설명해 주세요."
104,5,한전 kps에서 수행하고 싶은 직무에 대하여 기술해주시기 바랍니다.
105,5,한전 kps의 중장기 전략경영계획을 참고하여 본인의 향후 역량개발계획을 상세하게 기술해주시기 바랍니다.
106,5,최근 사회이슈 중 중요하다고 생각되는 한가지를 선택하고 이에 관한 자신의 견해를 기술해 주시기 바랍니다. [1000자 이내 (영문작성 시 2000자)]
107,5,VISION 이루고 싶은 것
108,5,업무를 진행하면서 가장 어려운 점
109,5,이상적인 직장은 무엇이라 생각하는가
110,5,공공기관 직원으로서 직업윤리가 왜 중요한지 귀하의 가치관 또는 경험을 토대로 기술해 주시기 바랍니다. 1) 공공기관 직원으로서 직업윤리가 중요한 이유에 대해 작성해 주십시오. (250자 이상 ~ 400자 이내)
111,5,"KORLOY 및 초경합금 절삭공구(Cutting Tools)에 대해 서술해주세요. (최소 1자, 최대 500자 입력가능)"
112,5,"[선택] 대표적인 프로젝트를 적어주시되, 작성 시에는 '본인이 주도적으로 참여한 부분'을 위주로, ①진행기간 ②주요내용 ③본인이 기여한 점 ④사용한 Skill 또는 지식 ⑤결과/성과를 간결하게 핵심만 작성해 주세요."
113,5,HR에 대한 관심 및 보유 역량
114,5,파라다이스가 왜 귀하를 채용해야하는지 3가지 이유를 들어 구체적으로 기술해주십시오.
115,5,자신이 왜 서울교통공사의 인재상에 부합되는 인물이라고 생각하는지 구체적으로 기술하시오
116,5,"대한항공이 글로벌 항공업계를 선도하기 위하여, 현재 어떠한 준비를 해야할지 본인의 의견을 기술해 주십시오."
117,5,KT의 핵심가치 중 자신에게 가장 부합하는 것을 선택하고 그 이유를 구체적인 사례와 함께 기술해 주십시오
118,5,(자유양식) 비대면 CS 경험과 고객지향 마음가짐
119,5,"(자유양식) 글로벌 마인드, 원만한 의사소통 역량을 갖춘 사람"
120,5,- 직장인으로서의 직업윤리가 왜 중요한지 본인의 가치관을 중심으로 설명해 주시기 바랍니다.
121,5,"- 한국에너지정보문화재단의 고객은 누구이며, 그 고객을 위해 자신이 해야 할 일에 대해 기술해 주시기 바랍니다."
122,5,"금융투자협회의 역할 중 가장 중요하다고 생각하는 것이 무엇이고, 그 이유를 서술하시기 바랍니다."
123,5,최근 자본시장 관련 주요 이슈 중 한가지와 이에 대한 본인의 견해를 서술하시기 바랍니다.
124,5,"평소 현대백화점을 이용하며 느꼈던 장단점을 제시하고, 현대백화점의 경쟁력을 제고할 수 있는 아이디어를 제시해주세요"
125,5,"본인이 회사를 선택할 때 가장 중시하는 가치는 무엇이며, 포스코가 그 가치에 부합하는 이유를 서술하여 주십시오.(800자)"
126,5,"최근에 본 좋은 팩트체크 뉴스는 무엇인지, 왜 그렇게 생각했는지 기술하시오.(공백 포함 500자 이내)"
127,5,"기업은행의 조직 구성원으로서 가져야할 태도와 가치관에 대한 본인의 생각을 구체적인 경험, 행동, 사례 등을 통해 기술하여 주십시오"
128,5,금융결제원이 제공하는 서비스를 이용해본 경험과 느낀 점을 기술하시오.[ 500자 이상 700자 이내 ]
129,5,"최신 IT 기술(빅테이터, 블록체인, AI 등) 역량을 개발하거나, 금융산업 트렌드를 학습하기 위해 수행한 노력이 있다면 본인의 경험 기반으로 기술하시오.[ 500자 이상 700자 이내 ]"
130,5,급변하는 방송 환경 속에서 방송업계 또는 본인이 지원한 직무에서 나아가야 할 방향은 무엇인지 제시해주세요. (100자 이상 - 500자 이내)
131,5,"본인이 중요하게 생각하는 가치가 무엇인지, 그렇게 생각하는 이유는 무엇인지 들려주세요."
132,5,금융결제원 지원동기
133,5,금융결제원이 제공하는 서비스를 이용해본 경험과 느낀 점을 기술하시오
134,5,"최신 IT 기술(빅테이터, 블록체인, AI 등) 역량을 개발하거나, 금융산업 트렌드를 학습하기 위해 수행한 노력이 있다면 본인의 경험 기반으로 기술하시오."
135,5,"2. 공사 상품(보금자리론, 주택보증, 주택연금 등) 중 지원자가 가장 관심 갖고 있는 상품을 1가지 선정하고, 그 이유와 공사에 입사하여 해당 상품 분야에 대한 전문가로 성장하기 위해 어떠한 계획을 가지고 있는지를 기술해 주십시오."
136,5,"3. 공사는 공익성, 전문성, 신뢰를 핵심가치로 삼고 있습니다. 공사의 핵심가치와 관련된 지원자의 경험이 있다면 기술해 주십시오."
137,5,"5. 공공기관 직원으로서 갖추어야 하는 가장 중요한 가치는 무엇이라고 생각하는지 기술하고, 본인이 어떻게 이에 부합하는지에 대하여 작성하여 주십시오."
138,5,"아래 키워드 중 본인에게 가장 적합하다고 생각되는 것과, 부족하다고 생각되는 것을 각각 선택하고, 그 이유 및 부족한 부분에 대한 개선방안에 대해 기술해주십시오. [키워드 : 협업 / 신뢰 / 긍정적 / 시너 지 / 적극성 / 유연성 / 심사숙고 / 문제해결 / 도전 / 창의 / 책임감 / 자기계발]"
139,5,"본인이 생각하는 BGF로지스는 어떤 기업인지 한 단어로 설명하고, BGF로지스에 지원하는 동기는 무엇인지 기술해 주십시오. (최대 700자 입력가능)"
140,5,"BGF그룹의 핵심가치(인재상) 중 본인과 부합하는 가치는 무엇이며, 그 이유를 본인의 경험을 바탕으로 구체적으로 작성해 주십시오. (최대 700자 입력가능)"
141,5,2. 유통트렌드 변화 속에서 고객을 최우선으로 생각한 상품과 서비스를 제공하기 위한 방안을 서술하여 주십시오.
142,5,"본인이 오랜기간 꾸준히 지켜온 신념은 무엇이며, 그러한 신념을 가지게 된 이유는 무엇인지, 신념을 지키기 위해 어떠한 노력을 해왔으며, 입사 후에는 어떻게 지켜나갈 계획인지 기술해 주십시오."
143,5,"지원 회사 또는 직무와 밀접하게 연관되는 국내외 최근 이슈/트렌드/사회현상 한 가지 선택하고, 자신의 견해를 서술해 주십시오. (600자)"
144,5,최근 사회이슈 중 중요하다고 생각되는 사항을 한가지 선택하고 이에 관한 자신의 견해를 기술해 주시기 바랍니다. (200-800자)
145,5,5. 직장인으로서의 직업윤리가 왜 중요한지 본인의 가치관을 중심으로 설명하시오.
146,5,"지원 직무와 관련된 최근 이슈/트렌드/사회현상 중 한가지를 선택하고, 자신의 견해를 기술해 주십시오"
147,5,"본인이 회사를 선택할 때의 기준은 무엇이며, HMM이 그 기준에 부합하는 이유에 대해 서술해주세요. (최대 1,000자 입력가능)"
148,5,Why Celltrionpharm?
149,5,"[약식논술] 1. 전 세계적인 유동성 과잉에 기반한 인플레이션에 대응하기 위해 미국 연방준비제도가 ‘자이언트 스텝’으로 금리를 인상하는 등 긴축 통화정책이 실행되고 있습니다. 국내 자본 유출을 막고 인플레이션에 대응하기 위해 한국은행 또한 지속적으로 금리를 인상할 것으로 예상되어 이자비용 지급조차 어려운 한계기업이 속출할 것이라는 우려의 목소리가 커지고 있습니다. 특히, 코로나19로 인해 일시적 유동성 어려움을 겪는 중소기업 및 소상공인 지원을 위한 대출 만기연장과 상환유예 정책이 오는 9월 종료될 예정에 있어 향후 대출 부실률이 증가할 가능성을 배제할 수 없는 상황입니다. 이러한 상황에서 중소기업이 금리 인상 시기에 적절히 대응하고 경영상 부담을 완화할 수 있도록 신용보증기금을 비롯한 정책금융기관이 할 수 있는 역할을 구체적으로 제시하여 주십시오. (600자 이상 900자 이내)"
150,5,"2. 신용보증기금은 역동적인 기업 혁신 생태계를 조성하기 위해 국내 최대 규모의 창업보육 공간인 ‘프론트원’을 운영하고, 창업부터 스케일업까지 성장단계별 지원체계를 갖추고 있으며 기술평가 체계의 고도화, 기술역량 보유기업에 대한 특화 지원제도 도입을 추진하는 등 성장잠재력이 높은 스타트업의 발굴을 통해 중소기업의 혁신 성장을 견인하고 있습니다. 또한, 경영환경 변화에 따른 성장정체 기업의 사업전환과 위기?실패기업의 재도전을 활발히 지원하여 창업생태계의 선순환 구조 활성화에도 힘쓰는 등 스타트업 종합지원기관으로 자리매김하기 위해 다양한 노력을 기울이고 있습니다. 이에 더해 우리 경제의 성장엔진으로서 스타트업이 커나갈 수 있도록 혁신성장 지원체계를 강화해나가기 위한 신용보증기금의 역할과 향후 정책 방향을 구체적으로 기술하여 주십시오. (600자 이상 900자 이내)"
151,5,[2-1] 운용업을 선택하게된 이유와 운용사 중 당사를 선택한 이유
152,5,"LS엠트론의 핵심가치(주인의식, 기술선도, 청년정신) 중 자신이 가장 중요하게 생각하는 가치는 무엇이며, 해당 가치를 실천한 사례를 기술해 주시기 바랍니다."
153,5,가치관 및 직무성장 비전
154,5,영업활동에서 중요하다고 생각하는 점을 그 이유와 함께 구체적으로 기술해주십시오.
155,5,SGI서울보증 핵심전략 중 1가지를 선택하여 이를 통해 SGI서울보증이 고객서비스 개선에 기여할 수 있는 방안을 기술하여 주시기 바랍니다.
156,5,4. 장점 및 단점
157,5,5. 업무 체계 개선을 통한 성과
158,5,최근 국내외 이슈 중 한가지를 선택하여 본인의 생각을 서술해 주십시오.
159,5,"[경력 및 경험기술서] 블라인드 채용과 관련 유의사항: 출신학교명이나 지도교수님 성함 등을 기입시 부적격 처리 / 출신학교 부속병원 에서 근무 또는 출신대학교에서 근무하는 경우 OO대학교, OO대학교 부속병원, 등 으로 기입 바랍니다 / 출신학교 병원(직장)이 아니면 실제 상호명 기입 가능합니다."
160,5,"매일유업의 핵심가치는 '창의, 소통, 열정, 상생' 입니다. 이중 지원자를 가장 잘 표현할 수 있는 한가지의 핵심가치를 선택하여 지원자의 강점을 과거 경험, 사례를 바탕으로 기술해 주십시오.?"
161,5,신한카드를 선택한 이유와 그에 따라 기대하고 있는 10년 뒤 본인과 신한카드의 모습은?
162,5,신한카드의 모바일앱/웹 서비스를 사용해 본 경험과 Big Tech 기업의 플랫폼과 비교하여 강점 및 개선점에 대해 기술해주세요.
163,5,"Q.2. 현대그룹 인재상(도전, 소통, 창의)에 중 본인에게 부합하는 것을 선택하고 이유와 사례를 서술하시오"
