rank,cluster_id,question,noun_form
44,4,"팀워크 역량- 팀워크를 발휘하여 계획한 목표를 달성한 경험 Guide> 공동의 목표를 설정하게 된 계기, 기간, 참여한 인원 및 본인의 역할, 목표 달성을 위해 수립한 구체적인 계획 및 실행여부, 목표 대비 달성한 수준, 그 과정 속에서 갈등 및 문제점 그리고 해결과정, 그 과정 속에서 본인이 배우고 느낀 점을 포함하면 좋습니다. (1000자)",팀워크 역량 팀워크 발휘 계획한 목표 달성한 경험 Guide 공동 목표 설정하게 계기 기간 참여한 인원 본인 역할 목표 달성 수립한 구체적인 계획 실행여부 목표 대비 달성한 수준 과정 갈등 문제점 그리고 해결과정 과정 본인 배우고 느낀 포함
45,4,"스스로 열정적으로 몰입하여 성과를 창출하거나 목표를 달성한 경험에 대하여 상세하게 기술해주십시오. (400자 이상 1,000자 이내) 721 / 1000 자",스스 열정적 몰입 성과 창출하거 목표 달성한 경험 상세하게 기술해주 721 1000
46,4,예상치 못했던 어려운 상황에서 문제점을 분석하여 해결방안을 제시하였던 경험에 대해 기술해 주십시오. (500자),예상치 못했던 어려운 상황 문제점 분석 해결방안 제시하였던 경험 대해 기술해 500자
47,4,학교나 회사와 같은 조직에서 적극적 소통을 통해 갈등관계에 있던 상대방으로부터 협력을 이끌어낸 경험에 대해 기술해 주십시오. (500자),학교 회사 조직 적극적 소통 갈등관계 있던 상대방으로 협력 이끌어낸 경험 대해 기술해 500자
48,4,"팀이나 조직에서 다른 사람과 팀웍을 이루어 성과를 이뤄낸 경험에 대해 작성하여 주십시오. (1,000자)",조직 다른 사람 팀웍 이루어 성과 이뤄낸 경험 대해 작성
49,4,"재단 핵심가치-책임, 직업기초능력-문제해결능력/자원관리능력/ 동아리, 인턴 등 귀하가 속한 조직에서 당면한 어려움 가운데 자신만의 시간, 자원 등을 활용하여 새로운 아이디어를 가지고 문제 상황을 극복한 경험이 있다면 기술해 주십시오.",재단 핵심가치책임 직업기초능력문제해결능력자원관리능력 동아리 인턴 귀하 속한 조직 당면한 어려움 가운데 자신만 시간 자원 활용 새로운 아이디어 가지고 문제 상황 극복한 경험 있다면 기술해
50,4,"재단 핵심가치-상생, 직업기초능력-의사소통능력/대인관계능력/ 격렬한 논의나 열띤 토론에 참여 또는 진행하는 자리에서 효과적인 소통과 성공적으로 마무리한 경험이 있다면 기술해 주십시오.",재단 핵심가치상생 직업기초능력의사소통능력대인관계능력 격렬한 논의 열띤 토론 참여 진행 자리 효과적인 소통 성공적 마무리한 경험 있다면 기술해
51,4,"공사는 공익성, 전문성, 신뢰를 핵심가치로 삼고 있습니다. 공사의 핵심가치와 관련된 지원자의 경험이 있다면 기술해 주십시오.",공사 공익성 전문성 신뢰 핵심가치 삼고 공사 핵심가치 관련된 지원자 경험 있다면 기술해
52,4,"학교, 동아리 등 소속 집단에서 공동의 성과창출을 위해 본인이 특별히 기여했던 경험과 성과 창출 과정에서 갈등 상황을 해결하기 위해 본인이 남다르게 기울였던 노력을 구체적으로 기술하여 주십시오.",학교 동아리 소속 집단 공동 성과창출 본인 특별히 기여했던 경험 창출 과정 갈등 상황 해결하기 본인 남다르게 기울였던 노력 구체적 기술
53,4,실패한 경험에 대하여 서술해주세요. [250~500자],실패한 경험 서술해 250500자
54,4,데이터를 활용하여 신속한 의사결정을 했던 경험을 서술하여 주십시오.,데이터 활용 신속한 의사결정 했던 경험 서술
55,4,서로에 대한 이해를 바탕으로 타인과 소통하고 협업했던 경험을 서술하여 주십시오.,서로 이해 바탕 타인 소통 협업했던 경험 서술
56,4,새로운 시각으로 습관적으로 일상화된 비효율을 발견하고 개선했던 경험을 서술하여 주십시오.,새로운 시각 습관적 일상화된 비효율 발견 개선했던 경험 서술
57,4,업무 또는 기타 계획 진행 과정에서 갑작스러운 어려움에 부딪혔지만 극복하려 노력했던 경험과 그 결과에 대해 말씀해 주세요.,업무 기타 계획 진행 과정 갑작스러운 어려움 부딪혔지 극복하려 노력했던 경험 결과 대해 말씀해
58,4,자발적으로 최고 수준의 목표를 세우고 끈질기게 성취한 경험에 대해 서술해 주십시오. / 목표 달성을 위한 구체적 노력/ 실제 결과/ 경험의 진실성을 증명할 수 있는 근거가 잘 드러나도록 기술) (700~1000 자 10 단락 이내) (1000자),자발적 최고 수준 목표 세우고 끈질기게 성취한 경험 대해 서술해 목표 달성 구체적 노력 실제 경험 진실성 증명할 근거 드러나도록 기술
59,4,새로운 것을 접목하거나 남다른 아이디어를 통해 문제를 개선했던 경험에 대해 서술해 주십시오. (700~1000 자 10 단락 이내),새로운 접목하거 남다른 아이디어 문제 개선했던 경험 대해 서술해
60,4,"혼자 하기 어려운 일에서 다양한 자원 활용, 타인의 협력을 최대한으로 이끌어 내며, Teamwork를 발휘하여 공동의 목표 달성에 기여한 경험에 대해 서술해 주십시오. 및 역할/ 혼자 하기 어렵다고 판단한 이유/ 목표 설정 과정/ 자원(예. 사람, 자료 등) 활용 계획 및 행동/ 구성원들의 참여도 및 의견 차이/ 그에 대한 대응 및 협조를 이끌어 내기 위한 구체적 행동/ 목표 달성 정도 및 본인의 기여도/ 경험의 진실성을 증명할 수 있는 근거가 잘 드러나도록 기술) (700~1000 자 10 단락 이내)",혼자 하기 어려운 다양한 자원 활용 타인 협력 최대한 이끌어 내며 Teamwork 발휘 공동 목표 달성 기여한 경험 대해 서술해 역할 혼자 하기 어렵다고 판단한 이유 목표 설정 과정 자원 활용 계획 행동 구성원들 참여 의견 대응 협조 이끌어 내기 구체적 행동 목표 달성 본인 기여 경험 진실성 증명할 근거 드러나도록 기술
61,4,특기사항 및 단체활동 경험,특기사항 단체활동 경험
62,4,어려움의 극복 사례,어려움 극복 사례
63,4,"과제, 프로젝트 등을 수행하면서 발생한 문제를 해결하였던 경험에 대해 기술하여 주십시오. 구체적인 해결과제 및 난이도, 문제해결과정 및 과정, 해결의 결과에 대해 구체적으로 기술하여 주십시오.",과제 프로젝트 수행하면서 발생한 문제 해결하였던 경험 대해 기술 구체적인 해결과제 난이 문제해결과정 과정 해결 결과 대해 구체적 기술
64,4,자신의 윤리/도덕적 신념을 지키기 위해 손해나 희생을 감수하고 일을 수행한 경험에 대하여 기술하시오. (600자),자신 윤리도덕적 신념 지키기 손해 희생 감수 수행한 경험 기술하 600자
65,4,자신의 도덕적 신념을 지키기 위해 손해나 희생을 감수한 경험에 대하여 기술하시오.,자신 도덕적 신념 지키기 손해 희생 감수한 경험 기술하
66,4,"타인과 긴밀하게 소통하여 공동의 목표를 달성한 경험을, 본인의 역할 중심으로 기술하시오.",타인 긴밀하게 소통 공동 목표 달성한 경험 본인 역할 중심 기술하
67,4,도전적인 목표를 정하고 이를 달성하기 위해 노력한 경험을 본인이 이룬 성과와 당시 느낀 점을 중심으로 기술하시오.,도전적인 목표 달성하기 노력한 경험 본인 이룬 성과 당시 느낀 중심 기술하
68,4,"조직/개인 활동 중 도전에 실패했던 경험을 기술하여 주십시오. 원인은 무엇이었으며, 이를 통해 느낀 점은 무엇이었습니까?(최대 500자 입력가능)",조직개인 활동 도전 실패했던 경험 기술 원인 무엇이었으며 느낀 무엇이었습니까
69,4,일이 예상대로 진행되지 않았던 경험과 그 상황을 해결하기 위해 본인이 취했던 원칙과 행동에 대해 기술하여 주십시오.,예상대 진행되지 않았던 경험 상황 해결하기 본인 취했던 원칙 행동 대해 기술
70,4,자신이 속한 단체에서 타인과의 갈등이 생겼던 경험과 그 문제를 극복하기 위한 경험에 대해 기술하여 주십시오.,자신 속한 단체 타인과 갈등 생겼던 경험 문제 극복하기 경험 대해 기술
71,4,팀워크 및 협업을 통해 공동의 목표를 달성한 경험을 구체적으로 기술해주세요.,팀워크 협업 공동 목표 달성한 경험 구체적 기술해
72,4,"협업, 소통, 희생, 봉사, 성장, 변화추구, 중 해당역량을 활용하여 목표를 수행했던 경험을 기입해 주십시오",협업 소통 희생 봉사 성장 변화추구 해당역량 활용 목표 수행했던 경험 기입해
73,4,지원분야의 관련 직무를 수행한 경력 또는 경험 중 대표적인 것에 대하여 기술해 주십시오 경력은 금전적 보수를 받고 일정기간 근무했던 이력을 말하며 경험은 금전적 보수가 없는 직업 외적인 활동 즉 산학협력 팀프로젝트 동아리 동호회 재능기부 등 다양한 활동을 말함 경력을 기술할 경우에 구체적인 직무영역 활동 경험 수행 내용 본인의 역할 및 구체적인 행동 주요 성과에 대하여 작성해주시고 경험을 기술할 경우 구체적으로 본인의 학교교육 또는 직업교육 등 학습경험 혹은 수행한 활동 내용 소속 조직이나 활동에서의 역할 활동결과에 대해 작성해 주시기 바랍니다,지원분야 직무 수행한 경력 경험 대표적인 기술해 경력 금전적 보수 받고 일정기간 근무했던 이력 경험 금전적 보수 직업 외적인 활동 산학협력 팀프로젝트 동아리 동호회 재능기부 다양한 활동 말함 경력 기술할 경우 구체적인 직무영역 활동 경험 수행 내용 본인 역할 구체적인 행동 주요 성과 작성해주시고 경험 기술할 경우 구체적 본인 학교교육 직업교육 학습경험 수행한 활동 내용 소속 조직 활동에서 역할 활동결과 대해 작성해 주시기 바랍니다
74,4,실패한 경험에 대하여 서술해주세요. [250~500자] Guide> 어떤 일을 목표로 했는지/ 목표 달성을 위해 들인 노력/ 수행 과정에서 부딪힌 장애물/ 그때의 감정과 생각/ 실패원인/ 이를 통해 배운 점 등 경험의 사실관계를 확인할 수 있도록 세부적으로 작성,실패한 경험 서술해 250500자 Guide 어떤 목표 했는지 목표 달성 들인 노력 수행 과정 부딪힌 장애물 그때 감정 생각 실패원인 배운 경험 사실관계 확인할 있도록 세부적 작성
75,4,구성원들과 협업하면서 어려움을 겪었던 상황과 이를 극복하기 위해 노력했던 부분을 작성해 주세요.,구성원들 협업하면서 어려움 겪었던 상황 극복하기 노력했던 부분 작성해
76,4,기억에 남는 실패 경험과 이를 통해 배운 점은 무엇인지 작성해 주세요,기억 실패 경험 배운 무엇인지 작성해
77,4,다양한 사람의 의견을 듣고 이를 조율하는 본인만의 노하우와 이러한 노하우를 사용했던 경험에 대해 작성해 주십시오.,다양한 사람 의견 듣고 조율 본인만 노하우 이러한 노하우 사용했던 경험 대해 작성해
78,4,주요 활동이나(실적 중심 기술) 본인만의 특별한 경험이 있다면 기술해 주십시오,주요 활동 본인만 특별한 경험 있다면 기술해
79,4,"주도적으로 높은 수준의 목표를 세우고 도전하여 성취한 경험을 기술해 주십시오. 목표와 수립과정, 수행과정에서 부딪힌 장애물, 문제를 해결하기 위한 본인의 구체적인 노력, 결과와 배운 점 등을 중심으로 기술하십시오. (500자 이내)",주도적 수준 목표 세우고 도전 성취한 경험 기술해 목표 수립과정 수행과정 부딪힌 장애물 문제 해결하기 본인 구체적인 노력 결과 배운 중심 기술하
80,4,"과업 또는 과제 수행 과정에서 다른 사람과 의사소통이 원활하지 않아 갈등이 발생하고 원하는 결과를 기대하기 어려웠던 경험에 대해 기술해 주십시오. 그 이유와 본인의 책임, 해소하기 위한 노력 등을 구체적으로 기술해 주십시오. (500자 이내)",과업 과제 수행 과정 다른 사람 의사소통 원활 않아 갈등 발생 결과 기대하기 어려웠던 경험 대해 기술해 이유 본인 책임 해소하기 노력 구체적 기술해
81,4,타인으로부터 큰 신뢰를 받은 경험이나 새로운 아이디어를 가지고 자신만의 창의적인 아이디어를 발휘하였던 경험을 기술해 주십시오.,타인으로 신뢰 경험 새로운 아이디어 가지고 자신만 창의적인 아이디어 발휘하였던 경험 기술해
82,4,공동과제 수행 시 자신에게 주어진 과업 이상을 했던 경험이나 일을 추진하는 데 있어 타인과의 협력으로 큰 성과를 거두었던 경험을 기술해 주십시오.,공동과제 수행 자신 주어진 과업 이상 했던 경험 추진 있어 타인과 협력 성과 거두었던 경험 기술해
83,4,주변 지인과의 관계가 원만하지 못했던 경험과 그 경험을 통하여 본인이 무엇을 얻을 수 있었는지 기재하여 주십시오.(700자 이내),주변 지인과 관계 원만 못했던 경험 경험 본인 무엇 있었는지 기재
84,4,본인이 속했던 조직 안에서 의견이나 생각이 다른 구성원을 효과적으로 설득하거나 합의를 이끌어낸 경험에 대해 구체적으로 기술하여 주십시오.,본인 속했던 조직 의견 생각 다른 구성원 효과적 설득하거 합의 이끌어낸 경험 대해 구체적 기술
85,4,지원 분야와 관련한 전문성 확보를 위해 노력한 경험에 대하여 기술해 주십시오,지원 분야 관련한 전문성 확보 노력한 경험 기술해
86,4,"[업무성실성] 본인이 세운 원칙, 또는 집단의 규정이나 절차 등을 준수하기 위해 노력했던 사례가 있다면 기술해 주십시오. ① 원칙, 규정 혹은 절차 등을 지키기 위해 노력한 이유는 무엇이었으며, 얼마나 지속했습니까? ② 원칙, 규정 혹은 절차 등을 지키는데 어떤 어려움이 있었으며, 어떻게 극복하여 지속하고 있습니까?",업무성실성 본인 세운 원칙 집단 규정 절차 준수하기 노력했던 사례 있다면 기술해 원칙 규정 절차 지키기 노력한 이유 무엇이었으며 얼마 지속했습니까 원칙 규정 절차 지키는데 어떤 어려움 있었으며 어떻게 극복 지속 있습니까
87,4,주어진 과제를 정해진 절차에 따라 공정하게 처리했지만 편법을 사용한 타인에 비해 결과가 좋지 않았던 경험을 기술하고 그러한 상황이 다시 발생한다면 어떻게 할 것인지 이야기해 주십시오.,주어진 과제 정해진 절차 따라 공정하게 처리했지 편법 사용한 타인 비해 결과 좋지 않았던 경험 기술 그러한 상황 다시 발생한다면 어떻게 것인지 이야기해
88,4,일반적으로 불가능하다고 여겨지는 일(상황)을 명확한 목표와 전략을 바탕으로 과감히 실행하여 긍정적인 변화를 가져오거나 새로운 가치를 창출했던 경험을 기술해 주십시오.,일반적 불가능하다고 여겨지 일상황 명확한 목표 전략 바탕 과감히 실행 긍정적인 변화 가져오거 새로운 가치 창출했던 경험 기술해
89,4,(신뢰받는 Partner) 공동의 목표를 달성하거나 공동의 문제를 해결하기 위해 구성원들과 적극적으로 협력했던 경험에 대해 기술해 주십시오.,공동 목표 달성하거 공동 문제 해결하기 구성원들 적극적 협력했던 경험 대해 기술해
90,4,(도전하는 Pioneer) 자발적으로 최고 수준의 목표를 세우고 이를 달성하기 위해 도전한 경험에 대해 기술해 주십시오.,자발적 최고 수준 목표 세우고 달성하기 도전한 경험 대해 기술해
91,4,(에너지기술을 선도하는 Expert) 지원하신 직무 관련 전문성을 키우기 위해 노력한 경험에 대해 기술해 주십시오. 또한 이를 바탕으로 한국전력기술의 발전에 기여할 수 있는 바를 기술해 주십시오.,지원하신 직무 전문성 키우기 노력한 경험 대해 기술해 또한 바탕 한국전력기술 발전 기여할 기술해
92,4,(준법정신 및 윤리의식) 본인의 편의(이익)와 공공의 이익 사이에서 고민했던 경험을 아래의 순서에 따라 기술해 주십시오. - 본인의 편의(이익)와 공공(공동체)의 이익이 상충되었으나 두가지를 적절하게 조율하여 해결하였던 사례 - 본인의 손해나 불편함을 감수하고 공익적 선택을 했던 사례와 그 이유,본인 편의이익 공공 이익 사이 고민했던 경험 아래 순서 따라 기술해 본인 편의이익 공공공동체 이익 상충되었으 두가지 적절하게 조율 해결하였던 사례 본인 손해 불편함 감수 공익적 선택 했던 사례 이유
93,4,(문제해결) 본인 또는 속해있는 단체(집단)가 당면했던 문제를 본인의 창의적인 방법으로 해결했던 경험을 기술해 주십시오.,문제해결 본인 속해 단체집단 당면했던 문제 본인 창의적인 방법 해결했던 경험 기술해
94,4,창의적인 아이디어를 제시하고 적용하여 좋은 성과를 도출했던 경험에 대해 기술해 주십시오.,창의적인 아이디어 제시 적용 성과 도출했던 경험 대해 기술해
95,4,지원분야와 관련한 능력을 키우기 위해 지원자 스스로 노력한 경험을 기술하십시오.,지원분야 관련한 능력 키우기 지원자 스스 노력한 경험 기술하
96,4,현대자동차그룹 핵심가치 중 본인의 경험을 기반으로 실천사례를 제시하시오.,현대자동차그룹 핵심가치 본인 경험 기반 실천사례 제시하
97,4,"공동의 목표를 달성하기 위한 구성원과의 활동 중에 본인과 의견이 달랐던 다른 구성원과의갈등 경험이 있다면, 1)어떠한 갈등이었는지 그리고 이를 해결하기 위한 본인의 노력에 대해 설명해 주십시오. 2)이러한 경험이 향후 기금의 일원으로 생활할 때 어떻게 도움을 줄 수 있을지 구체적으로 기술해 주십시오.",공동 목표 달성하기 구성원과 활동 본인 의견 달랐던 다른 구성원과의갈등 경험 있다면 1어떠한 갈등이었는지 그리고 해결하기 본인 노력 대해 설명해 2이러한 경험 향후 기금 일원 생활할 어떻게 도움 있을지 구체적 기술해
98,4,"본인이 소속된 집단에서 부당한 상황에 직면했던 경험이 있다면, 1) 그 부당한 상황은 어떠했으며 왜 부당하다고 생각했는지 설명해 주십시오. 2)부당한 상황에 직면하였을 때 어떻게 행동했는지 구체적으로 기술해 주십시오.",본인 소속된 집단 부당한 상황 직면했던 경험 있다면 부당한 상황 어떠했으며 부당하다고 생각했는지 설명해 2부당한 상황 직면하였 어떻게 행동했는지 구체적 기술해
